목요일-연애혁명,목요일-롤랑롤랑,금요일-고래별,금요일-외모지상주의,수요일-고수,수요일-귀곡의문,월요일-뷰티풀군바리,월요일-유일무이로맨스,일요일-싸움독학,일요일-이번생도잘부탁해,토요일-어글리후드,토요일-호랑이형님,화요일-숲속의담,화요일-여신강림
"('왠만하면', 1)",,"('당해야', 1)","('좋겠음', 1)","('아닌거엔', 1)","('있는데도', 1)","('칠하고', 1)","('착하네', 1)",,,"('뻔했을', 1)","('있을만큼', 1)",,"('무뚝뚝한', 1)"
"('힘들어하는거', 1)",,"('평범한', 1)","('중요한게', 1)","('같다고', 1)","('불쌍한가', 1)","('엄청나게', 1)","('자세히', 1)",,,"('야할텐데', 1)","('두렵습니다', 1)",,"('같다고', 1)"
"('힘들어서', 1)",,"('궁금하네요', 1)","('좋아하네', 1)","('힘들고', 1)","('씁쓸할거', 1)","('힘들죠', 1)","('좋아하지', 1)",,,"('그러다', 1)","('뻔한', 1)",,"('무거운', 1)"
"('아니든', 1)",,"('야했는데', 1)","('굵고', 1)","('좋아함', 1)","('싫어하고', 1)","('더운데', 1)","('좋아하더라도', 1)",,,"('많다거나', 1)","('급한', 1)",,"('부럽다', 1)"
"('힘들어하니까', 1)",,"('넓고', 1)","('무거운거', 1)","('귀엽네', 1)","('무서워하는', 1)","('바쁩니다', 1)","('좋아하는거라고', 1)",,,"('재밌네요', 1)","('방대한', 1)",,"('아니겠지', 1)"
"('좋아하는건', 1)",,"('없진', 1)","('헷갈려하는거', 1)","('아까', 1)","('용감하고', 1)","('힘들고', 1)","('좋겠음', 1)",,,"('없이요', 1)","('거대한', 1)",,"('예쁘게', 1)"
"('아니나구', 1)",,"('좋겠어', 1)","('재미있게', 1)","('아닌가', 1)","('상냥한', 1)","('바쁘다고', 1)","('착해', 1)",,,"('빠르게', 1)","('작은', 1)",,"('궁금하당', 1)"
"('싫어하네', 1)",,"('있을거야', 1)","('재미있으면서', 1)","('푹신해', 1)","('그런게', 1)","('높아요', 1)","('있네', 1)",,,"('있었네요', 1)","('뿐입니다', 1)",,"('잘생겼다나나나나난', 1)"
"('다른거', 1)",,"('싫었어도', 1)","('이래잖아요', 1)","('같이가자는', 1)","('무리는', 1)","('아니라며', 1)","('중요할', 1)",,,"('입거나', 1)","('올바른', 1)",,"('없냐', 1)"
"('생생하게', 1)",,"('그렇지', 1)","('귀여', 1)","('있군요', 1)","('아닌데', 1)","('맛있게', 1)","('아프다', 1)",,,"('그런게', 1)","('던거야', 1)",,"('재미있으니', 1)"
"('없습니다', 1)",,"('있을텐데', 1)","('번했는데', 1)","('급하게', 1)","('가능한', 1)","('아쉬울', 1)","('궁금해', 1)",,,"('아닌거', 1)","('강하냐고', 1)",,"('잘생겨진거면', 1)"
"('날카롭게', 1)",,"('없지만', 1)","('안되냐', 1)","('있네요', 1)","('안쓰럽', 1)","('귀엽네', 1)","('이뻐요', 1)",,,"('부족한', 1)","('쎄잖아', 1)",,"('이쁜', 1)"
"('무리하지', 1)",,"('행복해야해', 1)","('재밌나', 1)","('미묘한', 1)","('아닌가보다', 1)","('같을거다', 1)","('싫다', 1)",,,"('높은거', 1)","('확실하지', 1)",,"('아닐', 1)"
"('아니지', 1)",,"('소중히', 1)","('있지도', 1)","('있는듯', 1)","('무서워서', 1)","('안조지냐', 1)","('평범한', 1)",,,"('괜찮겠다', 1)","('그렇다는건', 1)",,"('이쁘고', 1)"
"('많고', 1)",,"('착한', 1)","('힘들다고', 1)","('굉장히', 1)","('원치않게', 1)","('불리하는', 1)","('답답한데', 1)",,,"('그러고', 1)","('대단하', 1)",,"('멋진', 1)"
"('많아도', 1)",,"('행복했으면', 1)","('없다고', 1)","('빠르고', 1)","('무섭다고', 1)","('강력히', 1)","('불안함', 1)",,,"('저렇다는', 1)","('찡하냐', 1)",,
"('힘들셨을텐데', 1)",,"('소중한', 1)","('징징대거나', 1)","('있구만', 1)","('같다고', 1)","('희도', 1)","('순진한', 1)",,,"('안좋았으면', 1)","('빠르에게서', 1)",,
"('즐거운', 1)",,"('속상했는데', 1)","('그러고', 1)","('있겠느냐', 1)","('슬프겠다', 1)","('다름없다', 1)","('그러는', 1)",,,"('없고', 1)","('미칠지언정', 1)",,
"('행복했음', 1)",,"('배은망덕하다느니', 1)","('징징대고', 1)","('뿐입니다', 1)","('안되는거여', 1)","('검냐', 1)","('비슷하다고', 1)",,,"('끝없는', 1)","('충분하다고', 1)",,
"('행복하길', 1)",,"('불안했거든요', 1)","('있는거고', 1)","('있는건', 1)","('친절하잖어', 1)","('아니더라도', 1)","('좋겠네', 1)",,,"('위험할', 1)","('든든할', 1)",,
"('바쁜', 1)",,"('속상했고', 1)","('어마어마하죠', 1)","('올바른', 1)","('있다기', 1)","('둔하다고', 1)","('불편하네요', 1)",,,"('있을듯', 1)","('높은듯', 1)",,
"('행복해져요', 1)",,"('짜증나기도', 1)","('대단할', 1)","('아니였다는', 1)","('심한', 1)","('낮은', 1)","('고소할께요', 1)",,,"('조져줘서', 1)","('멀쩡함', 1)",,
"('좋네', 1)",,"('있게', 1)","('있을거고', 1)","('소중한', 1)","('굴려', 1)","('철저히', 1)","('고소한다고', 1)",,,"('아니었으면', 1)","('독특한데', 1)",,
"('딱딱하게', 1)",,"('답답한가', 1)","('있었다며', 1)","('필요없다고', 1)","('길어', 1)","('없는건', 1)","('그럴', 1)",,,"('당했다고', 1)","('빠르나', 1)",,
"('우승하면', 1)",,"('답답하다고', 1)","('많는', 1)","('비슷하다면', 1)","('찡한데', 1)","('부러워하고', 1)","('미개한', 1)",,,"('아니었어', 1)","('있어지는것처럼', 1)",,
"('달콤함과', 1)",,"('있다고', 1)","('명확하진', 1)","('비슷할수도', 1)","('친절함에', 1)","('안타깝네요', 1)","('좋아요', 1)",,,"('쎄서', 1)","('좋겠습니다', 1)",,
"('청량함', 1)",,"('있지', 1)","('맛있어요', 1)","('월등히', 1)","('귀엽네', 1)","('괜찮은데', 1)","('안되나요', 1)",,,"('미안합니다', 1)","('당했지만', 1)",,
"('잘생겨', 1)",,"('없잖아', 1)","('그렇다구요', 1)","('날카롭죠', 1)","('반갑', 1)","('힘든', 1)","('오래된', 1)",,,"('잘생긴', 1)","('있으니까', 1)",,
"('나쁘지', 1)",,"('소중하고', 1)","('있었을텐데', 1)","('중요한건', 1)","('부탁드려요', 1)","('괜찮은', 1)","('불안하게', 1)",,,"('아쉽지만', 1)","('강하다는', 1)",,
"('착해서', 1)",,"('예쁘고', 1)","('기대하고', 1)","('뿐인', 1)","('반가워서', 1)","('열악하기', 1)","('아니지안나', 1)",,,,"('유일한', 1)",,
"('흐뭇하게', 1)",,"('아름답게', 1)","('뿐이었음', 1)","('중요한', 1)","('그럴', 1)","('조용하게', 1)","('있는거지', 1)",,,,"('성장해서', 1)",,
"('싫다는', 1)",,"('슬플거', 1)","('재밌다고하다가', 1)","('착한', 1)","('있었다', 1)","('기대하시는', 1)","('아니잖아', 1)",,,,"('빠를듯', 1)",,
"('재수없네', 1)",,"('비슷한', 1)","('있지', 1)","('그랬을', 1)","('다른것', 1)","('좋아할수가', 1)",,,,,"('좋아', 1)",,
"('불편하냐', 1)",,"('스럽네요', 1)","('쎄지만', 1)","('있는가에', 1)","('그만합시다', 1)","('없다니까', 1)",,,,,"('만족한', 1)",,
"('설레네', 1)",,"('위험해서', 1)","('안되더라', 1)","('있을지', 1)","('없는데', 1)","('놀라운건', 1)",,,,,"('높으며', 1)",,
"('저래', 1)",,"('같다고', 1)","('비겁한', 1)","('궁금합니다', 1)","('있겠지만', 1)","('쎄다', 1)",,,,,"('빡치겠나', 1)",,
"('아닙니까', 1)",,"('고운', 1)","('성장해서', 1)","('그런지', 1)","('안되서', 1)","('그래줘', 1)",,,,,"('그래도', 1)",,
"('어색해지지', 1)",,"('수많은', 1)","('더세니까', 1)","('안타깝네', 1)",,"('있는게', 1)",,,,,"('더러운', 1)",,
"('같은거지', 1)",,"('똑똑하고', 1)","('변할거', 1)","('아닌데요', 1)",,"('없었고', 1)",,,,,"('당해', 1)",,
"('그러고', 1)",,"('가까운', 1)","('잘난', 1)","('힘드네', 1)",,"('그러던', 1)",,,,,"('안되고', 1)",,
"('싫긴한데', 1)",,"('넓은', 1)","('뻔해', 1)","('이럴려고', 1)",,"('조질', 1)",,,,,"('고통스러워하는데', 1)",,
"('싫음', 1)",,"('있도록', 1)","('옳았습니다', 1)","('불타는걸', 1)",,"('있지', 1)",,,,,"('있는것도', 1)",,
"('더러워서', 1)",,"('아프다', 1)","('같지만', 1)","('많아', 1)",,"('무서웠고', 1)",,,,,"('아린이랑', 1)",,
"('없어서', 1)",,"('위험하겠지만', 1)","('멋지네', 1)","('가까운', 1)",,"('야할듯', 1)",,,,,"('약하게', 1)",,
"('없냐', 1)",,"('무사했으면', 1)","('더있다', 1)","('높습니다', 1)",,"('있냐', 1)",,,,,"('죄송합니다', 1)",,
"('설렌다', 1)",,"('이런건', 1)","('나쁜줄', 1)","('하얀', 1)",,"('없냐를', 1)",,,,,"('당하는것에', 1)",,
"('가득하길', 1)",,"('어려운', 1)","('아니었구나', 1)","('없다는건', 1)",,"('같은거', 1)",,,,,"('있는듯', 1)",,
"('숭고한', 1)",,"('미쳤어요', 1)","('미안해', 1)","('많아도', 1)",,"('그지같', 1)",,,,,"('강한거지', 1)",,
"('그래요', 1)",,"('아픈데', 1)","('아니잖아', 1)","('괴로울', 1)",,"('행복할듯', 1)",,,,,"('간단히', 1)",,
"('아니죠', 1)",,"('좋아', 1)","('안되는게', 1)","('아니죠', 1)",,"('분명할거고', 1)",,,,,"('아린에', 1)",,
"('미치겠다', 1)",,"('있는거죠', 1)","('뚱뚱하거나', 1)","('필요합니다', 1)",,"('부자였지', 1)",,,,,"('아니라고', 1)",,
"('좋겠지만', 1)",,"('원하지만', 1)","('착해야되', 1)","('아니었으나', 1)",,"('불가능한', 1)",,,,,"('당한것', 1)",,
"('좋아하니', 1)",,,"('날씬한', 1)","('강해져서', 1)",,"('설치다가', 1)",,,,,"('강할테니', 1)",,
"('있었는데', 1)",,,"('나빠야', 1)","('미쳐가는', 1)",,"('당하지', 1)",,,,,"('당할거란', 1)",,
"('쓸모없어', 1)",,,"('진부한건', 1)","('원했지만', 1)",,"('궁금해지네', 1)",,,,,"('안되구나', 1)",,
"('중요한', 1)",,,"('잘생긴', 1)","('만족하며', 1)",,"('배은망덕하게도', 1)",,,,,"('단단해질', 1)",,
"('검은', 1)",,,"('뚱뚱한', 1)","('비슷한', 1)",,"('살벌함이', 1)",,,,,"('아파하는거', 1)",,
"('이랬잖', 1)",,,"('미묘하게', 1)","('미쳤었던', 1)",,"('없지만', 1)",,,,,"('안된', 1)",,
"('사소한거에', 1)",,,"('찝찝하다', 1)","('거대하고', 1)",,"('망하는거예요', 1)",,,,,"('아무렇지도', 1)",,
"('부여하는거라고', 1)",,,"('성하고', 1)","('강하길래', 1)",,"('아닌건', 1)",,,,,"('한심한', 1)",,
"('심함', 1)",,,"('죄송하지만', 1)","('강한', 1)",,"('확실하고', 1)",,,,,"('정신차리고', 1)",,
"('부끄러운게', 1)",,,"('없어서', 1)","('힘드시고', 1)",,"('아니니까', 1)",,,,,"('강해졌지만', 1)",,
"('아닙니다', 1)",,,"('그런것', 1)","('성공하셔서', 1)",,"('너무하다', 1)",,,,,"('강한것도', 1)",,
"('미다운', 1)",,,"('입니다만', 1)","('나쁜', 1)",,"('여린', 1)",,,,,"('있지만', 1)",,
"('많을', 1)",,,"('없어요', 1)","('아니었을까', 1)",,"('아닌게', 1)",,,,,"('안되는거', 1)",,
"('그런게', 1)",,,"('좋다는걸', 1)","('잘생겼어', 1)",,"('아니지', 1)",,,,,"('어렵게', 1)",,
"('좋은지도', 1)",,,"('적당한', 1)","('완벽하네요', 1)",,"('진정한', 1)",,,,,"('있을텐데', 1)",,
"('무안하게하거나', 1)",,,"('힘들어져요', 1)","('정확하다고', 1)",,"('잘생김', 1)",,,,,"('원하는건', 1)",,
"('불편하게', 1)",,,"('더잘', 1)","('아니지만', 1)",,"('싫어하면서', 1)",,,,,"('지루하다고', 1)",,
"('그런거', 1)",,,"('귀여운거아니야', 1)","('있다고', 1)",,"('서먹해졌다고', 1)",,,,,"('많았지만', 1)",,
"('있다는거', 1)",,,"('좋고', 1)","('비린내', 1)",,"('쾌활해서', 1)",,,,,"('없었음', 1)",,
"('야한', 1)",,,"('재미있는', 1)","('가깝다고', 1)",,"('적응하는', 1)",,,,,"('있는걸', 1)",,
"('거북해', 1)",,,"('속상하네요', 1)","('좋아요', 1)",,"('있어라', 1)",,,,,"('변하나', 1)",,
"('없네요', 1)",,,"('멋있게', 1)","('당하고', 1)",,"('그렇다', 1)",,,,,"('있지', 1)",,
"('재밌었다', 1)",,,"('속상했다구', 1)","('없는거다', 1)",,"('이럴것', 1)",,,,,"('섬세함', 1)",,
"('많은', 1)",,,"('오래된', 1)","('중요한데', 1)",,"('답답해', 1)",,,,,"('흔히', 1)",,
"('훈훈한', 1)",,,"('괜찮잖아요', 1)","('괜찮은', 1)",,"('미칠것', 1)",,,,,"('높음', 1)",,
"('좋네요', 1)",,,"('색다른', 1)","('잘난', 1)",,"('힘들게', 1)",,,,,"('있었던', 1)",,
"('안좋아져서', 1)",,,"('적합한', 1)","('고맙구만', 1)",,"('행복하게', 1)",,,,,"('평범한', 1)",,
"('괜찮', 1)",,,"('두렵다', 1)","('있다면', 1)",,"('시원하게', 1)",,,,,"('아니라는', 1)",,
"('순수한', 1)",,,"('흥미로운', 1)","('아니에요', 1)",,"('짜증나', 1)",,,,,"('빠르에', 1)",,
"('아픈', 1)",,,"('망했지', 1)","('비슷한데', 1)",,"('없냐', 1)",,,,,"('계실까', 1)",,
"('좋긴', 1)",,,"('높은', 1)","('차가있겠지만', 1)",,"('해롭습니다', 1)",,,,,"('힘듬', 1)",,
"('좋아하는것', 1)",,,"('무사히', 1)","('궁금하군요', 1)",,"('그렇게나', 1)",,,,,"('짜증나려', 1)",,
"('조져', 1)",,,"('없네', 1)","('자연스러', 1)",,"('저래', 1)",,,,,"('없어서', 1)",,
"('까말까', 1)",,,"('있는것', 1)","('어떡할거냐', 1)",,"('있자', 1)",,,,,"('쎈거', 1)",,
"('원한다고', 1)",,,"('불쾌한', 1)","('없다는걸', 1)",,"('젊다고', 1)",,,,,"('있으니', 1)",,
"('곤란하게', 1)",,,"('있었구요', 1)","('순해서가', 1)",,"('무섭습니다', 1)",,,,,"('당연히', 1)",,
"('예쁘게', 1)",,,"('무리하게', 1)","('배고프다', 1)",,"('이뻐', 1)",,,,,"('약할지라도', 1)",,
"('그런거였지만', 1)",,,"('좋다고', 1)","('없나', 1)",,"('젊으신', 1)",,,,,"('의하면', 1)",,
"('있겠다는', 1)",,,"('기쁠것도', 1)","('재밌다는', 1)",,"('아니구', 1)",,,,,"('강함이라', 1)",,
"('같아서', 1)",,,"('없을것', 1)","('재밌게', 1)",,"('좋아합니다', 1)",,,,,"('있었나', 1)",,
"('죄송하단', 1)",,,"('우승해서', 1)","('원하는게', 1)",,"('꼬이는', 1)",,,,,"('같다고', 1)",,
"('예쁜것만', 1)",,,"('뻔한', 1)","('확실한건', 1)",,"('재미있게', 1)",,,,,"('다르네', 1)",,
"('예쁜말만', 1)",,,"('좋아하나보다', 1)","('확실합니다', 1)",,"('많았고', 1)",,,,,"('있었구나', 1)",,
"('예쁜', 1)",,,"('있었다는거는', 1)","('월등함을', 1)",,"('꼬였습니다', 1)",,,,,"('귀여운', 1)",,
"('아깝데', 1)",,,"('아니었네요', 1)","('있을시', 1)",,"('불쌍한데', 1)",,,,,"('성장하거라', 1)",,
"('빡쳤다', 1)",,,"('있었지만', 1)","('철저하게', 1)",,"('아니었을까', 1)",,,,,"('훌륭한', 1)",,
"('뻔하다', 1)",,,"('안되니까', 1)","('완전히', 1)",,"('당하게', 1)",,,,,"('강해지네', 1)",,
"('전화해서', 1)",,,"('원망하다가도', 1)","('굉장한', 1)",,"('나쁜거다', 1)",,,,,"('없구나', 1)",,
"('없으면', 1)",,,"('아프다', 1)","('위험하겠냐', 1)",,"('그러는듯', 1)",,,,,"('가볍게', 1)",,
"('완벽한', 1)",,,"('우승했나', 1)","('호화로우면', 1)",,"('착한거야', 1)",,,,,"('만만한', 1)",,
"('순한', 1)",,,"('싫어하세요', 1)","('고소해야하는거', 1)",,"('그러지', 1)",,,,,"('강해지는지', 1)",,
"('위험해', 1)",,,"('싫어서', 1)","('대단하다', 1)",,"('무책임해', 1)",,,,,"('궁금한데', 1)",,
"('궁금해', 1)",,,"('있었던거네', 1)","('좋아하는', 1)",,"('무섭다', 1)",,,,,"('당했길래', 1)",,
"('상관없는데', 1)",,,"('쎄네', 1)","('없네', 1)",,"('없나', 1)",,,,,"('벌개져서', 1)",,
"('그러는', 1)",,,"('설레냐', 1)","('애절함이', 1)",,"('쎄고', 1)",,,,,"('힘들다', 1)",,
"('정확하게', 1)",,,"('설렌다', 1)","('어마어마하게', 1)",,"('도도하게', 1)",,,,,"('두려워', 1)",,
"('싫어서', 1)",,,"('변한게', 1)","('궁금해', 1)",,"('좋겠음', 1)",,,,,"('민감하다', 1)",,
"('성장했지', 1)",,,"('아픈', 1)","('이럴', 1)",,"('안타깝긴', 1)",,,,,"('착하게', 1)",,
"('힘드시겠네', 1)",,,"('빡친', 1)","('잘생겨', 1)",,"('조지겠네요', 1)",,,,,"('좋겠네', 1)",,
"('당하는', 1)",,,"('시급합니다', 1)","('우세하고', 1)",,"('그렇죠', 1)",,,,,"('착해지긴', 1)",,
"('안타깝습니다', 1)",,,"('위험할까봐', 1)","('뛰어난데', 1)",,"('당할거고', 1)",,,,,"('착해져도', 1)",,
"('안타깝네요', 1)",,,"('그만해라', 1)","('없으니', 1)",,"('그렇듯', 1)",,,,,"('당했는데', 1)",,
"('같다는데', 1)",,,"('귀엽다', 1)","('아무런', 1)",,"('그럴', 1)",,,,,"('똑같은', 1)",,
"('당하는거', 1)",,,"('무섭내요', 1)","('없거든', 1)",,"('착하다는걸', 1)",,,,,"('진실한', 1)",,
"('대견하다', 1)",,,"('무섭네', 1)","('있자나', 1)",,"('중요한것은', 1)",,,,,"('소중함을', 1)",,
"('없다하는게', 1)",,,"('마땅한거지만', 1)","('재밌어요', 1)",,"('아니라고', 1)",,,,,"('있나', 1)",,
"('슬픈건', 1)",,,"('스러울텐데', 1)","('그렇다', 1)",,"('힘든듯', 1)",,,,,"('회복하고', 1)",,
"('슬프다고', 1)",,,"('싫어도', 1)","('당하는', 1)",,"('안되는데', 1)",,,,,"('얌전히', 1)",,
"('좀마', 1)",,,"('너무하다', 1)","('싫다', 1)",,"('없어요', 1)",,,,,"('망한다', 1)",,
"('있었다', 1)",,,"('적나라하게', 1)","('같을', 1)",,"('좋냐', 1)",,,,,"('같기', 1)",,
"('가능하냐', 1)",,,"('스러워요', 1)","('마라', 1)",,"('심할듯', 1)",,,,,"('태평한', 1)",,
"('힘들겠냐', 1)",,,"('흥분하는', 1)","('깊은', 1)",,"('귀엽다고', 1)",,,,,"('친하게', 1)",,
"('인해', 1)",,,"('차가해', 1)","('당하는게', 1)",,"('같잖고', 1)",,,,,"('강한데', 1)",,
"('어려워', 1)",,,"('있는게', 1)","('많았다', 1)",,"('귀여워', 1)",,,,,"('강했다는거고', 1)",,
"('그렀다고', 1)",,,"('명백한', 1)","('같지만', 1)",,"('좋다', 1)",,,,,"('재밌다', 1)",,
"('나쁜게', 1)",,,"('이런건', 1)","('안되셔서', 1)",,"('궁금해', 1)",,,,,"('작지', 1)",,
"('아니야', 1)",,,"('불편함', 1)","('야한다', 1)",,"('착해', 1)",,,,,"('그런지', 1)",,
"('시원하다', 1)",,,"('좋았는데', 1)","('이쁘다', 1)",,"('있으니깐', 1)",,,,,"('참된', 1)",,
"('화하면서', 1)",,,"('불편하고', 1)","('귀엽거나', 1)",,"('좋아하는데', 1)",,,,,"('안되는', 1)",,
"('단순한', 1)",,,"('이렇다는', 1)","('잘생기면서', 1)",,"('의해서', 1)",,,,,"('힘들었을', 1)",,
"('아니라고', 1)",,,"('드럽고못되', 1)","('강력해야해', 1)",,"('위험해진다고', 1)",,,,,"('얇고', 1)",,
"('있었기에', 1)",,,"('그지같은', 1)","('뚱뚱해져야겠군요', 1)",,"('없을테고', 1)",,,,,"('강하고', 1)",,
"('안됨오', 1)",,,"('아니다', 1)","('부탁드립니다', 1)",,"('위험하게', 1)",,,,,"('안되네', 1)",,
"('엄청납니다', 1)",,,"('의해서도', 1)","('엄청나죠', 1)",,"('희한하게', 1)",,,,,"('높은', 1)",,
"('당했어요', 1)",,,"('안되지만', 1)","('두터우셔서', 1)",,"('부드럽게', 1)",,,,,"('없을', 1)",,
"('간단한', 1)",,,"('마땅하나', 1)","('어이없게', 1)",,"('심하면', 1)",,,,,"('이상하죠', 1)",,
"('안되는', 1)",,,"('올바른', 1)","('예뻤다', 1)",,"('필요없는', 1)",,,,,"('관대함과', 1)",,
"('똑같죠', 1)",,,"('마땅하지', 1)","('붉은매', 1)",,"('건강한', 1)",,,,,"('비정함을', 1)",,
"('완전히', 1)",,,"('엄연히', 1)",,,"('싫다는거', 1)",,,,,"('없죠', 1)",,
"('치열하게', 1)",,,"('적나라해서', 1)",,,"('있기에', 1)",,,,,"('더해지면', 1)",,
"('미쳤다', 1)",,,"('잔인하고', 1)",,,"('우수한', 1)",,,,,"('빡친거자', 1)",,
"('필요합니다', 1)",,,"('아니었는데', 1)",,,"('당연한줄', 1)",,,,,"('섭섭해', 1)",,
"('귀여우시네', 1)",,,"('불쾌하지', 1)",,,"('같지', 1)",,,,,"('귀여워', 1)",,
"('답답해', 1)",,,"('불쾌해요', 1)",,,"('좋아', 1)",,,,,"('중요한건', 1)",,
"('나쁜거', 1)",,,"('비참해질', 1)",,,"('무식한', 1)",,,,,"('빠르와의', 1)",,
"('그러잖아요', 1)",,,"('기쁜', 1)",,,"('많고', 1)",,,,,"('너덜너덜한', 1)",,
"('좋겠다고', 1)",,,"('뛰어난', 1)",,,"('낮아서', 1)",,,,,"('당해서', 1)",,
"('싫다하면', 1)",,,"('확실한것', 1)",,,"('짜증나는', 1)",,,,,"('많지', 1)",,
"('싫을듯', 1)",,,"('친하시', 1)",,,"('굴리', 1)",,,,,"('상당히', 1)",,
"('있거나', 1)",,,"('좋아해서', 1)",,,"('있던대', 1)",,,,,"('많습니다', 1)",,
"('부럽', 1)",,,"('더하지마라', 1)",,,"('다른데', 1)",,,,,"('같은데요', 1)",,
"('이빠', 1)",,,"('그렇겠지만', 1)",,,"('좋아하냐', 1)",,,,,"('강해졌듯이', 1)",,
"('자림이라면', 1)",,,"('안되는거', 1)",,,"('다릅니다', 1)",,,,,"('궁금해진다', 1)",,
"('조용히', 1)",,,"('뿌듯하시나요', 1)",,,"('없더니', 1)",,,,,"('있긴', 1)",,
"('망한거', 1)",,,"('기뻐하실까', 1)",,,"('그러고', 1)",,,,,"('아니었음', 1)",,
"('같다고', 1)",,,"('아닙니다', 1)",,,"('부조리한건', 1)",,,,,"('좋은데', 1)",,
"('있는거처럼', 1)",,,"('안전하고', 1)",,,"('심했던건', 1)",,,,,"('높아', 1)",,
"('있을수도', 1)",,,"('있기가', 1)",,,"('다르지만', 1)",,,,,"('비슷할', 1)",,
"('아닐듯', 1)",,,"('괴롭네요', 1)",,,"('충분히', 1)",,,,,"('약할', 1)",,
"('없겠지만', 1)",,,"('있기는', 1)",,,"('서운했다가', 1)",,,,,"('있겠으나', 1)",,
"('즐거워', 1)",,,"('없구요', 1)",,,"('많아', 1)",,,,,"('처절하게', 1)",,
"('있으나', 1)",,,"('불리합니다', 1)",,,"('너무하네', 1)",,,,,"('빠르의', 1)",,
"('있기만', 1)",,,"('중요한건', 1)",,,"('묵묵히', 1)",,,,,"('충분해', 1)",,
"('불안하냐나', 1)",,,"('인해서', 1)",,,"('조용한', 1)",,,,,"('방심했다가', 1)",,
"('이쁘고', 1)",,,"('안좋아지고', 1)",,,"('이렇다', 1)",,,,,"('입거나', 1)",,
"('잘생기니까', 1)",,,"('당하면', 1)",,,"('저렇다', 1)",,,,,"('약하니', 1)",,
"('없었음', 1)",,,"('박해서', 1)",,,"('아니지만', 1)",,,,,"('귀여웠었는데', 1)",,
"('이상한듯', 1)",,,"('야함', 1)",,,"('성실하시고', 1)",,,,,"('멋있네', 1)",,
"('좋으면', 1)",,,"('미친수련', 1)",,,"('짱짱하신건', 1)",,,,,"('천한', 1)",,
"('재미있게', 1)",,,"('당연히', 1)",,,"('길게하는', 1)",,,,,"('안전하게', 1)",,
"('무서웠다', 1)",,,"('당당하다고', 1)",,,"('없으면서', 1)",,,,,"('미쳤다', 1)",,
"('예쁘다', 1)",,,"('그렇듯', 1)",,,"('피곤한게', 1)",,,,,"('좋다', 1)",,
"('자연스러웠다', 1)",,,"('대단한게', 1)",,,"('편해지는게', 1)",,,,,"('같은게', 1)",,
"('궁금해진다', 1)",,,"('같았으면', 1)",,,"('야한다', 1)",,,,,"('같아도', 1)",,
"('적합했다', 1)",,,"('궁금한게', 1)",,,"('없다는거다', 1)",,,,,"('소중하게', 1)",,
"('괜찮은데', 1)",,,"('당당하게', 1)",,,"('잘났다고', 1)",,,,,"('미안해서', 1)",,
"('있었긴', 1)",,,"('이상하게', 1)",,,"('그렇다는', 1)",,,,,"('어떡하냐', 1)",,
"('없으신', 1)",,,"('안되는듯', 1)",,,"('착한거네요', 1)",,,,,"('바빴지', 1)",,
"('만족하라는', 1)",,,"('유명해서', 1)",,,"('짜증난다', 1)",,,,,"('아니겠지', 1)",,
"('아플까봐', 1)",,,"('시끄러워서', 1)",,,"('빡치네', 1)",,,,,"('있으', 1)",,
"('태연한', 1)",,,"('같으니까', 1)",,,"('높죠', 1)",,,,,"('냉철하고', 1)",,
"('착하다', 1)",,,"('같잖고', 1)",,,"('캄캄합니다', 1)",,,,,"('성장해', 1)",,
"('없어요', 1)",,,"('드럽게', 1)",,,"('착한줄', 1)",,,,,"('어설픈', 1)",,
"('착하든말든', 1)",,,"('다망했으면', 1)",,,"('나쁘다', 1)",,,,,"('뿐이었어요', 1)",,
"('안좋', 1)",,,"('싫음', 1)",,,"('빡치게', 1)",,,,,"('드라마틱하게', 1)",,
"('친하게안', 1)",,,"('많지만', 1)",,,"('재밌겠다', 1)",,,,,"('있겠죠', 1)",,
"('불편할거', 1)",,,"('많으니', 1)",,,"('어떨까', 1)",,,,,"('아니네요', 1)",,
"('빨라', 1)",,,"('당당히', 1)",,,"('아니잖아', 1)",,,,,"('흠잡을', 1)",,
"('설레게', 1)",,,"('죄송하다고', 1)",,,"('없었던', 1)",,,,,"('입니당', 1)",,
"('빠르고', 1)",,,"('조용히하라고', 1)",,,"('빡치는데', 1)",,,,,"('멋있는', 1)",,
"('없는건', 1)",,,"('유일하게', 1)",,,"('귀찮았음', 1)",,,,,"('재밌게', 1)",,
"('있는거야', 1)",,,"('재미있어용', 1)",,,"('이상한', 1)",,,,,"('유치하고', 1)",,
"('아니잖아', 1)",,,"('노란', 1)",,,"('놀래서', 1)",,,,,"('쉬운', 1)",,
"('고마워요', 1)",,,"('무서워하지', 1)",,,"('없겠지', 1)",,,,,"('무리지어', 1)",,
"('고맙습니다', 1)",,,"('아쉬워서', 1)",,,"('퍼런', 1)",,,,,"('강함도', 1)",,
"('야박하', 1)",,,"('궁금해서', 1)",,,"('아프고', 1)",,,,,"('강함이지만', 1)",,
"('재미있어요', 1)",,,"('좀하지마', 1)",,,"('상냥해', 1)",,,,,"('아닌것', 1)",,
"('멋지다', 1)",,,"('기묘하죠', 1)",,,"('비참해', 1)",,,,,"('아니네', 1)",,
"('없겠네요', 1)",,,"('안쓰럽다고', 1)",,,"('비참한', 1)",,,,,"('복잡한', 1)",,
