목요일-연애혁명,목요일-롤랑롤랑,금요일-고래별,금요일-외모지상주의,수요일-고수,수요일-귀곡의문,월요일-뷰티풀군바리,월요일-유일무이로맨스,일요일-싸움독학,일요일-이번생도잘부탁해,토요일-어글리후드,토요일-호랑이형님,화요일-숲속의담,화요일-여신강림
싫어요,,,귀엽냐,,,힘들다,,,,,뿐이었어요,,
진지하게,,,사랑스러우,,,있으며,,,,,드라마틱하게,,
아닌거,,,필요없음,,,멍청한,,,,,있겠죠,,
야하죠,,,좋겟다,,,역겨운,,,,,아니네요,,
엄연히,,,아니냐,,,솔직히,,,,,흠잡을,,
다릅니다,,,귀엽잖아,,,싫습니다,,,,,없는데,,
중요한건,,,좋은,,,좋은,,,,,입니당,,
우울한,,,좋겠다,,,없고,,,,,없네,,
재밌고,,,검은,,,아닌데,,,,,멋있는,,
좋아해요,,,똑같은,,,건강히,,,,,빠르는,,
그러니,,,많아서,,,있도록,,,,,빠르는,,
재밌는,,,좋은,,,있긴하네요,,,,,솔직히,,
어떨까,,,있을것이며,,,야한다고,,,,,재밌게,,
잘생겼습니다,,,있을거란,,,날카롭고,,,,,유치하고,,
안되나,,,유치한,,,나쁩니다,,,,,쉬운,,
없던데요,,,찬찬히,,,망한,,,,,무리지어,,
아닌듯,,,있네요,,,부였습니다,,,,,빠르가,,
있는게,,,그렇지,,,부당하다고,,,,,강함도,,
아니였어,,,괜찮은,,,확실하다,,,,,강함이지만,,
먼데,,,멋지다,,,아니라는,,,,,엄청난,,
재수없다는,,,멋있다고,,,아닙니까,,,,,아닌듯,,
있었잖아,,,미친,,,아닙니다,,,,,아닌것,,
속상해하는건,,,당하는,,,야한다고,,,,,아니네,,
얄미울거,,,착해지길,,,좋을꺼,,,,,아닌가,,
솔직히,,,착해지는,,,그만하고,,,,,복잡한,,
아까울만큼,,,성실하게,,,안되는말로,,,,,있었을까,,
멋진,,,있는거니,,,아닌진,,,,,아니냐,,
아니더라,,,좋아,,,힘들다하지,,,,,식겁함,,
솔직히,,,안됨,,,힘든게,,,,,있었던거지,,
좋아할,,,야한다,,,아니다,,,,,불쌍해,,
있냐,,,싫더라,,,힘들,,,,,이상하게,,
좋은,,,빨랐어,,,미쳐,,,,,재미있는,,
안타깝다,,,같습니다,,,없을거다,,,,,솔직히,,
슬퍼,,,같습니다,,,어이없는,,,,,입니다에,,
좋아하지말자,,,있죠,,,아무렇지,,,,,놀라운,,
안되네,,,같습니다,,,아무렇지,,,,,입니,,
그러네,,,괜찮은,,,정확한,,,,,인하여,,
있겠다,,,좋겠다,,,싫다,,,,,빠르,,
충분히,,,재미있다,,,싫어한다,,,,,생소한,,
자림이가,,,안좋게,,,안되냐,,,,,있다는것이,,
없어,,,죄송해요,,,사이좋게,,,,,신기할,,
아닌가,,,부탁드려요,,,싫음,,,,,아닌지,,
좋앗는데,,,없고,,,재밌는데,,,,,귀엽습니다,,
좋아하는,,,안되어,,,있을게,,,,,빠르,,
안쓰럽다,,,있네,,,있어야,,,,,귀엽네,,
좋아했는데,,,좋아서,,,당할게,,,,,탄탄한,,
비슷해서,,,있었으면,,,뻔하지만,,,,,강함을,,
이뻐,,,좋겠다는,,,좋아요,,,,,강한,,
소중한,,,좋아하는,,,많은,,,,,재밌을듯,,
좋아하는,,,많고,,,있을까,,,,,그러고,,
좋아해주고,,,중요한,,,그런게,,,,,있으려나,,
서운함은,,,뿐입니다,,,안된다,,,,,아린이아니고,,
서운한,,,아닐수도,,,,,,,,아린의,,
똑같은,,,있고요,,,,,,,,같습니다,,
아팠고,,,똑같다,,,,,,,,아린은,,
나쁜,,,느리다에서,,,,,,,,아린이,,
솔직히,,,,,,,,,,,있다는,,
좋아하니까,,,,,,,,,,,아린,,
좋아하니까,,,,,,,,,,,착한,,
미치게,,,,,,,,,,,강한지,,
좋아하는데,,,,,,,,,,,아린이,,
야하는,,,,,,,,,,,아린의,,
불쌍하다,,,,,,,,,,,아린,,
좋아하는,,,,,,,,,,,확실한건,,
좋아하겟음,,,,,,,,,,,아린과,,
신나하고,,,,,,,,,,,있다는,,
좋아한거도,,,,,,,,,,,있었음,,
좋아하고,,,,,,,,,,,아린이,,
그런건데,,,,,,,,,,,아닐까,,
당연히,,,,,,,,,,,아린,,
좋아하는게,,,,,,,,,,,미치겠다,,
당연한거,,,,,,,,,,,아린,,
아닌가,,,,,,,,,,,아린의,,
같긴,,,,,,,,,,,안되는데,,
아닌듯,,,,,,,,,,,진지한,,
평범한,,,,,,,,,,,아린이,,
아닌가,,,,,,,,,,,아린이,,
있었음,,,,,,,,,,,같네여,,
원합니다,,,,,,,,,,,없음,,
아깝다,,,,,,,,,,,쎌듯,,
실망한,,,,,,,,,,,궁금합니다,,
없어,,,,,,,,,,,엄청나게,,
있을줄,,,,,,,,,,,엄청나게,,
없네,,,,,,,,,,,없다고,,
신기한건,,,,,,,,,,,아닐,,
새로,,,,,,,,,,,있다는,,
영원해라,,,,,,,,,,,아니냐,,
좋다,,,,,,,,,,,빠르,,
좋다,,,,,,,,,,,검은,,
설레,,,,,,,,,,,굉장히,,
좋은,,,,,,,,,,,멋있다,,
깊게,,,,,,,,,,,멋있어,,
반갑다,,,,,,,,,,,어떤,,
자림이에게,,,,,,,,,,,있을듯,,
자림이가,,,,,,,,,,,있구나,,
자림이와,,,,,,,,,,,강하냐면,,
행복하게,,,,,,,,,,,아린에게서,,
자림이치마,,,,,,,,,,,있을거야,,
짧게,,,,,,,,,,,많은데,,
짧게,,,,,,,,,,,없으니,,
치밀한,,,,,,,,,,,무서워,,
반갑다,,,,,,,,,,,같습니다,,
치밀하지만,,,,,,,,,,,아린과,,
치밀하,,,,,,,,,,,있었습니다,,
같습니다,,,,,,,,,,,같은거를,,
자림이도,,,,,,,,,,,같습니다,,
그런것,,,,,,,,,,,있는건,,
심한,,,,,,,,,,,있네요,,
있음,,,,,,,,,,,싫어하는,,
좋아하지,,,,,,,,,,,필요하니까,,
뿐입니다,,,,,,,,,,,심한거,,
좋아했죠,,,,,,,,,,,아님,,
그러니깐,,,,,,,,,,,쎄길래,,
나쁜,,,,,,,,,,,힘든,,
힘들게,,,,,,,,,,,아닙니다,,
귀엽다,,,,,,,,,,,있음,,
좋지만,,,,,,,,,,,같습니다,,
아닌가,,,,,,,,,,,같습니다,,
재미있고,,,,,,,,,,,용맹하고,,
없을듯,,,,,,,,,,,당할,,
예쁘고,,,,,,,,,,,없다해,,
좋아서,,,,,,,,,,,불쌍해,,
비슷한,,,,,,,,,,,유치하게,,
어려운데,,,,,,,,,,,아니었나,,
재밌는,,,,,,,,,,,약하진,,
솔직히,,,,,,,,,,,아닐거라,,
설렜다,,,,,,,,,,,이상하게,,
고맙,,,,,,,,,,,안되지,,
그러시는건데,,,,,,,,,,,있는건데,,
좋아하는,,,,,,,,,,,많은,,
당연한,,,,,,,,,,,없었는데,,
섭섭할지언정,,,,,,,,,,,비슷하게,,
안되죠,,,,,,,,,,,커다란,,
엄청난,,,,,,,,,,,궁금하네요,,
짧은,,,,,,,,,,,저래,,
편히,,,,,,,,,,,멍청한,,
재밌는,,,,,,,,,,,같은거,,
부탁드리겠습니다,,,,,,,,,,,없을꺼다,,
그렇습니다,,,,,,,,,,,멋집니다,,
불쾌하다는,,,,,,,,,,,미워할,,
좋아하세요,,,,,,,,,,,없다,,
궁금해서,,,,,,,,,,,아까,,
미쳐,,,,,,,,,,,검은,,
좋다,,,,,,,,,,,변했는데,,
계셔,,,,,,,,,,,인한,,
설레,,,,,,,,,,,같습니다,,
절묘해지는데,,,,,,,,,,,근사해진건,,
무서워질,,,,,,,,,,,무서운,,
뿐임,,,,,,,,,,,부러운,,
유명한,,,,,,,,,,,그리세요,,
유명한이래,,,,,,,,,,,가능했던거야,,
미친,,,,,,,,,,,착한,,
야해,,,,,,,,,,,비열한,,
빵터짐,,,,,,,,,,,같더니,,
아니에요,,,,,,,,,,,좋은,,
힘들게,,,,,,,,,,,같습니다,,
좋아요,,,,,,,,,,,불쌍한,,
이런거,,,,,,,,,,,당하는,,
같음,,,,,,,,,,,재밌는,,
확실하고전,,,,,,,,,,,야하는,,
좋아하고,,,,,,,,,,,의심스럽다,,
그랬지,,,,,,,,,,,있으며,,
왠만한건,,,,,,,,,,,있었다,,
같지만,,,,,,,,,,,특이한,,
같음,,,,,,,,,,,좋은,,
괜찮아,,,,,,,,,,,아린의,,
솔직히,,,,,,,,,,,있다는거,,
기대했다,,,,,,,,,,,많고,,
영원히,,,,,,,,,,,좋은,,
자림이가,,,,,,,,,,,많내요,,
새로,,,,,,,,,,,있더라고요,,
훈훈하고,,,,,,,,,,,확실하다,,
좋은데,,,,,,,,,,,분명하니까,,
이쁘다,,,,,,,,,,,필요해서,,
있나,,,,,,,,,,,안되니까,,
있다고,,,,,,,,,,,필요없다,,
없다고,,,,,,,,,,,아픈,,
어떻겠어요,,,,,,,,,,,있었는데,,
유명한,,,,,,,,,,,강해진듯,,
놀라운,,,,,,,,,,,그런거,,
좋아요,,,,,,,,,,,필요없고,,
없었다는,,,,,,,,,,,같다는,,
좋아한다고,,,,,,,,,,,노랗고,,
자림이가,,,,,,,,,,,같습니다,,
차갑게,,,,,,,,,,,가능한,,
자림이가,,,,,,,,,,,같습니다,,
친한,,,,,,,,,,,그렇다면,,
안좋은,,,,,,,,,,,같습니다,,
같음,,,,,,,,,,,귀여,,
자림이가,,,,,,,,,,,귀여,,
자림이가,,,,,,,,,,,그러고,,
똑같,,,,,,,,,,,없다는거,,
좋아한다고,,,,,,,,,,,아린의,,
차갑게,,,,,,,,,,,양하고있으니,,
굴면서,,,,,,,,,,,하얀,,
미워하고,,,,,,,,,,,,,
아닐까,,,,,,,,,,,,,
당했다,,,,,,,,,,,,,
소중한,,,,,,,,,,,,,
자림이에게,,,,,,,,,,,,,
힘들게,,,,,,,,,,,,,
싫어,,,,,,,,,,,,,
그만해주세요,,,,,,,,,,,,,
유명한,,,,,,,,,,,,,
필요해,,,,,,,,,,,,,
훈훈했어,,,,,,,,,,,,,
미친,,,,,,,,,,,,,
솔직하게,,,,,,,,,,,,,
미묘하게,,,,,,,,,,,,,
재밌음,,,,,,,,,,,,,
아까까지,,,,,,,,,,,,,
아님,,,,,,,,,,,,,
좋아하는,,,,,,,,,,,,,
짧은,,,,,,,,,,,,,
있다는,,,,,,,,,,,,,
행복하다,,,,,,,,,,,,,
당하겠군,,,,,,,,,,,,,
그렇다면,,,,,,,,,,,,,
다르긴,,,,,,,,,,,,,
훌륭한,,,,,,,,,,,,,
훌륭한,,,,,,,,,,,,,
좋은,,,,,,,,,,,,,
안될,,,,,,,,,,,,,
야한다니,,,,,,,,,,,,,
