싱글맘맘이야,여우자매,대학원 탈출일지,오사와 오폐수들,저승파견고용직,우리 카페 사장님이 이상하다,"괜찮아, 고3이야",우리집 강아지는 복슬강아지,지극히 평범한 생활,아빠는 N살,낮잠 자는 사람들,깜빡깜빡,루텔,구나의 그랬구나,아스테리스크,아오링도쿄,잔액이 부족합니다,운명...인가요?,발버둥치다,국제결혼개그만화,실험학교,오늘을 담다.,방구석수필,좀비 패밀리,(Old)악마법소녀,서툴고 어리숙해도 좋아하는,정령왕즈,쿤도덥브라더스,생각보다 잘 자랐습니다,몬스터 커맨더F,생존일지,시크릿가족,무엇이든 그려드립니닷!,카나와 초나의 독일,그래도 하루는,죽음과 동화,감각의 어빌러티,천상대전,AI폰 아리랑,채채쓰의 웃픈일기,방에 콕! 진댕,무존재감
"('어른스러우세요', 1)","('어떨까', 2)","('영원합니다리', 1)","('같아서', 1)","('좋은데', 1)",,"('귀엽고', 2)",,,,"('당연한거', 1)","('그러다', 2)","('두근거리는', 1)","('민망해지겠지', 1)","('아프지마', 1)","('소소한것도', 1)","('아프다고', 1)","('재밌는', 1)","('서러운게', 2)","('편해서', 1)","('심하게', 1)","('이쁘던데', 1)","('찡하군요', 1)",,"('계십니다', 2)",,"('사랑스럽네요', 1)","('좋아했는데', 1)","('행복해요', 2)","('안녕하세요', 1)",,"('좋으시고', 1)","('적당한', 1)","('아픈', 2)","('속상해서', 2)","('맛있는', 1)",,"('그만해요', 1)",,,,
"('있길', 1)","('좋다는', 2)","('재밌당', 1)","('신나하다가', 1)","('좋아할', 1)",,"('좋을까요', 2)",,,,"('반가운', 1)","('시끄러워야하는데', 2)","('창백해', 1)","('옳게만', 1)","('부럽', 1)","('부끄러웠겠다', 1)","('힘들었는데', 1)","('박하구', 1)","('없는고', 2)","('괜찮', 1)","('느려진', 1)","('없는데', 1)","('없지만', 1)",,"('어려운', 2)",,"('재미있다고', 1)","('가득한', 1)","('슬프네요', 2)","('귀여워졌군요', 1)",,"('새로운', 1)","('머니', 1)","('계실', 2)","('여전히', 2)","('반해서', 1)",,"('죄송하다니요', 1)",,,,
"('아쉽', 1)","('신나시는거지', 2)","('재밌다는거지', 1)","('이상하다는걸', 1)","('없었네', 1)",,"('슬픈데', 2)",,,,"('그러네요', 1)","('조용한', 2)","('없는디', 1)","('어른스러운', 1)","('기쁘다', 1)","('솔직히', 1)","('색다른', 1)","('재밌었는데', 1)","('계셔서', 2)","('귀여우세요', 1)","('있도록', 1)","('부러워하며', 1)","('허전하고', 1)",,"('충분히', 2)",,"('원하는', 1)","('귀엽네', 1)","('스러우', 2)","('아니냐', 1)",,"('좋지만', 1)","('재밌다', 1)","('아프고', 2)","('있더라구요', 2)","('궁금해서', 1)",,"('강할거', 1)",,,,
"('대단하', 1)","('없어도', 2)","('같음', 1)","('힘들었어', 1)","('솔직한거', 1)",,"('있길', 2)",,,,"('냉철하게', 1)","('있나', 2)","('탁해', 1)","('아니니까', 1)","('우아함', 1)","('넓고', 1)",,"('입니당', 1)","('그렇다면', 2)","('계신데도', 1)","('수많은', 1)","('있었네요', 1)","('아프지만', 1)",,"('필요없고', 2)",,"('비슷해서', 1)","('더한', 1)","('미안하다고', 2)","('아니었나요', 1)",,"('좋았네요', 1)","('딱좋은', 1)","('힘드실지', 2)","('힘드실텐데도', 2)","('답답하고', 1)",,"('있는거는', 1)",,,,
"('좋게', 1)","('있었다고', 2)","('재미있네', 1)","('그렇지', 1)","('활기찬', 1)",,"('대단하세요', 2)",,,,"('불편할까봐', 1)","('엄청난', 2)","('아녔냐', 1)","('같구요', 1)","('없을', 1)","('많은듯', 1)",,"('없을', 1)","('있을테니까', 2)","('소중하니깐', 1)","('착하신', 1)","('좋겠고', 1)","('쓸쓸하지만', 1)",,"('아니더라도', 2)",,"('귀여워여', 1)","('서운합니다', 1)","('아팠어요', 2)","('같아서', 1)",,"('말라는게', 1)","('힘듭니다', 1)","('따뜻해지면', 2)","('우울해가지고', 2)","('미치겠어요', 1)",,"('빠르다', 1)",,,,
"('계신', 1)","('없긴', 2)","('새로운', 1)","('설렜어를', 1)","('같네용', 1)",,"('궁금해용', 2)",,,,"('그랬어', 1)","('다른건', 2)","('그렇지', 1)","('귀찮고', 1)","('예쁘잖어', 1)","('부끄러웠을것', 1)",,"('그래두', 1)","('소중하게', 2)","('중요하', 1)","('행복합니다', 1)","('행복하세요', 1)","('힘든건', 1)",,"('즐겁고', 2)",,"('재밌어여', 1)","('재밌게', 1)","('힘드셨으니', 2)","('아까', 1)",,"('그랬어요', 1)","('빵터짐', 1)","('따가워서', 2)","('없는게', 2)","('그러시길래', 1)",,"('그러니', 1)",,,,
"('깊게', 1)","('이쁜거', 2)","('차가', 1)","('무서워서', 1)","('좋아합니다', 1)",,"('아쉬운', 2)",,,,"('궁금하면', 1)","('없지만', 2)","('없다가', 1)","('힘드니까', 1)","('있구만', 1)","('재미있을', 1)",,"('기대할게요', 1)","('같기도', 2)","('빵터졌어요', 1)","('귀하게', 1)","('만족하고', 1)","('다르지', 1)",,"('있음', 2)",,"('성장하지', 1)","('유쾌한', 1)","('힘들었던거지', 2)","('느리긴', 1)",,"('당해서', 1)","('힘드네요', 1)","('싫었어요', 2)","('속상하네요', 2)","('입니당', 1)",,"('성급해말고', 1)",,,,
"('나빴다고', 1)","('귀여웠', 2)","('지루하시다면서', 1)","('없는데', 1)","('많은대', 1)",,"('재밌었고', 2)",,,,"('배고파지는데', 1)","('궁금한데', 2)","('분노할만', 1)","('귀해', 1)","('계실', 1)","('화끈하시네', 1)",,"('행복합니다', 1)","('편하고', 2)","('같은데요', 1)","('행복해요', 1)","('없으세요', 1)","('씁쓸하고', 1)",,"('같은것도', 2)",,"('인해', 1)","('따뜻하셔요', 1)","('많았다고', 2)","('느리구나', 1)",,"('쉬운', 1)","('있게', 1)","('아님', 2)","('같다고', 2)","('허전하네요', 1)",,"('있다가', 1)",,,,
"('나쁜', 1)","('그러려나', 2)","('건강하세용', 1)","('부실해', 1)","('좋지만', 1)",,"('허무하게', 2)",,,,"('촉촉하네요', 1)","('그러지', 2)","('사이좋게', 1)","('조용히', 1)","('아닌데요', 1)","('좋아할', 1)",,"('있을테니', 1)","('어떠세요', 2)","('있을꺼에', 1)","('무리하진', 1)","('좋으시고', 1)","('좋을', 1)",,"('사랑스럽다', 2)",,"('아니였을까요', 1)","('행복해지면', 1)","('짧았던', 2)","('좋네', 1)",,"('아니긴', 1)","('징그러운', 1)","('힘들', 2)","('예뻐요', 2)","('재밌어서', 1)",,"('가득하실거에요', 1)",,,,
"('아니라는', 1)","('상관없이', 2)","('좋아하죠', 1)","('없었는데', 1)","('두둑하게', 1)",,"('아니라고', 2)",,,,"('촉촉한', 1)","('없었던', 2)","('행복하네요', 1)","('있나', 1)","('새로운', 1)","('그래요', 1)",,"('무리하시지', 1)","('어렵죠', 2)","('아닙니까', 1)","('무리하지는', 1)","('같아서요', 1)","('진하게', 1)",,"('행복했습니다', 2)",,"('특별한', 1)","('행복할', 1)","('가혹했네요', 2)","('징그러', 1)",,"('완전히', 1)","('부러워요', 1)","('건강하시고', 2)","('건강히', 2)","('없지요', 1)",,"('정신차리지', 1)",,,,
"('엄청나네요', 1)","('아니여도', 2)","('당당해지시네요', 1)","('신기하지', 1)","('재밌나', 1)",,"('안되나요', 2)",,,,"('계시는', 1)","('유명했는데', 2)","('신기하지', 1)","('없기', 1)","('좋겠어', 1)","('재밌네요', 1)",,"('기쁩니다', 1)","('어려운것', 2)","('유창하', 1)","('멋있어', 1)","('즐거웠고', 1)","('가득하시길', 1)",,"('힘들어서', 2)",,"('맑잖아', 1)","('미친', 1)","('낮은', 2)","('필요없습니다', 1)",,"('아니였으면', 1)","('무서운', 1)","('있었던', 2)","('부탁드려요', 2)","('아프지말', 1)",,"('성공한다', 1)",,,,
"('씩씩한', 1)","('힘들어요', 2)","('높죠', 1)","('친합니다', 1)","('가벼운', 1)",,"('가능하시다면', 2)",,,,"('있는건', 1)","('그렇군요', 2)","('반가', 1)","('너그러이', 1)","('예뻐', 1)","('확실히', 1)",,,"('같아서요', 2)","('틈틈히', 1)","('멋있을', 1)","('좋아한', 1)","('그런게', 1)",,"('아쉬운', 2)",,"('소중했다는', 1)","('이쁘다', 1)","('높았고', 2)","('위험한', 1)",,"('높아요', 1)","('재밌네요', 1)","('있었지만', 2)","('좋습니다', 2)","('미쳤다', 1)",,"('괜찮으니까', 1)",,,,
"('미워하겠습니다', 1)","('먼데', 2)","('부유하고', 1)","('애틋하고', 1)","('대단하네', 1)",,"('같은건', 2)",,,,"('다정한', 1)","('넓은', 2)","('예뻐', 1)","('있었지만', 1)","('신비롭다가', 1)","('멋집니다', 1)",,,"('계시다니', 2)","('유쾌하고', 1)","('아파', 1)","('행복했나요', 1)","('그랬었겠구나', 1)",,"('필요한', 2)",,"('같구', 1)","('귀엽잖아요', 1)","('높은', 2)","('멋진', 1)",,"('굉장히', 1)","('외로울것', 1)","('있다가', 2)","('슬프게', 2)","('없지만', 1)",,"('입니다만', 1)",,,,
"('행복할', 1)","('재밌당', 2)","('많아야', 1)","('훈훈하고', 1)","('궁금한게', 1)",,"('그래두', 2)",,,,"('설레고', 1)","('무섭워', 2)","('신기하다', 1)","('그러세요', 1)","('신비롭다', 1)","('좋았네요', 1)",,,"('있구나', 2)","('빵터졌습니다', 1)","('같습니까', 1)","('고마운', 1)","('필요할것', 1)",,"('좋구', 2)",,"('안된다', 1)","('똑같은', 1)","('있든', 2)","('아닌거야', 1)",,"('민감하고', 1)","('두껍고', 1)","('맛있는', 2)","('아니잖아', 2)","('좋아했던', 1)",,"('가능할것', 1)",,,,
"('없을거예요', 1)","('당연한거', 2)","('부럽습니다', 1)","('설렜어', 1)","('망할', 1)",,"('아니죠', 2)",,,,"('아닌가', 1)","('있게', 2)","('있네용', 1)","('있으라고', 1)","('어여뻐서', 1)","('기대합니다', 1)",,,"('심한', 2)","('충분히', 1)","('있는것', 1)","('힘드신가용', 1)","('같다고', 1)",,"('멋있는', 2)",,"('같은거', 1)","('똑같고', 1)","('힘들고요', 2)","('짜증나게', 1)",,"('극심하게', 1)","('복슬복슬한', 1)","('힘들다고', 2)","('슬프고', 2)","('따뜻하게', 1)",,"('아쉬워서', 1)",,,,
"('야할', 1)","('있어라', 2)","('숨막힌다', 1)","('힘들어서', 1)","('재미있었다고', 1)",,"('있겠죠', 2)",,,,"('따뜻해서', 1)","('있었는데요', 2)","('아니지', 1)","('다를까', 1)","('재미있고', 1)","('소박한', 1)",,,"('궁금해서', 2)","('많잖아요', 1)","('미쳤구나', 1)","('같은거', 1)","('같다는', 1)",,"('단순히', 2)",,"('없잖아요', 1)","('힘들었어서', 1)","('아니시죠', 2)","('좋은데', 1)",,"('뜨거운', 1)","('더워서', 1)","('평온하고', 2)","('짜증나고', 2)","('아름다', 1)",,"('나쁘셨지는', 1)",,,,
"('아닌지', 1)","('안되는', 2)","('무서워졌습니다', 1)","('그래가지고', 1)","('재밌길', 1)",,"('같은것도', 2)",,,,"('낮사', 1)","('없었어요', 2)","('시러어', 1)","('필요하다는', 1)","('예쁘네요', 1)","('아름다', 1)",,,"('그러면서', 2)","('궁금한게', 1)","('말라고오', 1)","('어떤거', 1)","('진솔한', 1)",,"('뛰어난', 2)",,"('미안한거', 1)","('한결같아', 1)","('좋겠네요', 2)","('없는데', 1)",,"('어렵더라도', 1)","('없으면서', 1)","('튼튼한', 2)","('없이도', 2)","('좋은데', 1)",,"('있지', 1)",,,,
"('괜찮지', 1)","('없는게', 2)","('안전하고', 1)","('아니였어요', 1)","('원하는거', 1)",,"('기쁘네요', 2)",,,,"('영원하라', 1)","('귀엽잖아', 2)","('들따', 1)","('뭉클하고', 1)","('아닌가', 1)","('재밌었어요', 1)",,,"('가득한', 2)","('안되는', 1)","('재밌다', 1)","('어렵고', 1)","('그럴', 1)",,"('좋으셔서', 2)",,"('미치겠어요', 1)","('아니었을', 1)","('계시더니', 2)","('희준으로', 1)",,"('궁금하고', 1)","('약하니까', 1)","('같은데다가', 2)","('있을거라는', 2)","('아닌데', 1)",,"('있다니깐', 1)",,,,
"('괜찮아지는', 1)","('이상한것도', 2)","('같지만', 1)","('미안하고', 1)","('급한구', 1)",,"('멋져', 1)",,,,"('아니지만', 1)","('행복하게', 2)","('좋다는', 1)","('불편하면', 1)","('이쁜데', 1)","('유일한', 1)",,,"('많더라구요', 2)","('당하는데', 1)","('그러고도', 1)","('재밌었나요', 1)","('있었지', 1)",,"('독특하고', 2)",,"('싫어요', 1)","('없네용', 1)","('유명하셨고', 2)","('강하긴하구나', 1)",,"('아니잖아', 1)","('말라셨는데', 1)","('두꺼운', 2)","('행복하던지', 2)","('당했다고', 1)",,"('굉장하지만', 1)",,,,
"('괜찮아질', 1)","('없겠지', 2)","('재미있다', 1)","('있더', 1)","('충분했겠네', 1)",,"('어떻하지', 1)",,,,"('속상해서', 1)","('싫어', 2)","('입니당', 1)","('안됩니다', 1)","('없네', 1)","('좋지', 1)",,,"('있으시면', 2)","('궁금하네용', 1)","('그랬던', 1)","('맛있었나요', 1)","('후련한', 1)",,"('바쁜', 2)",,"('부드럽게', 1)","('귀여운것', 1)","('없던', 2)","('안되네', 1)",,"('역겹다고', 1)","('행복하고', 1)","('따뜻해요', 2)","('두렵고', 2)","('미쳤습니다', 1)",,"('같은거만', 1)",,,,
"('있으니까', 1)","('미다', 2)","('아니죠', 1)","('유일한', 1)","('무서운데요', 1)",,"('안된다구요', 1)",,,,"('있었지만', 1)","('다행히', 2)","('있을듯', 1)","('깊은', 1)",,"('이상한데', 1)",,,"('기쁘네요', 2)","('좋아라', 1)","('기뻐하는', 1)","('이쁘네요', 1)","('아니어서', 1)",,"('그런지', 2)",,"('넘치는데', 1)","('같이있음', 1)","('젊은', 2)","('귀엽자', 1)",,"('좋아할수도', 1)","('자유로운', 1)","('가득하길', 2)","('설레는', 2)","('궁금해지네요', 1)",,"('같으신', 1)",,,,
"('환생한게', 1)","('이상하다고', 2)","('이런거', 1)","('같습니다', 1)","('재미있습니다', 1)",,"('재미없어요', 1)",,,,"('좋아라', 1)","('아니었어요', 2)","('편하실', 1)","('성장해서', 1)",,"('있으시네요', 1)",,,"('건강한', 2)","('귀엽게', 1)","('그럴', 1)","('좋았답니다', 1)","('길었을', 1)",,"('쉬운', 2)",,"('까칠하고', 1)","('낮은건', 1)","('친할', 2)","('그렇다', 1)",,"('순수하게', 1)","('야하는데', 1)","('애틋하네요', 2)","('심하게', 2)","('시급하다', 1)",,"('멋진', 1)",,,,
"('아니실까', 1)","('멍청하게', 2)","('있으', 1)","('뿌듯해', 1)","('같았어요', 1)",,"('똑같으시', 1)",,,,"('꾸준히', 1)","('용했는데', 2)","('많은걸', 1)","('그런거라며', 1)",,"('높은', 1)",,,"('좋습니다', 2)","('귀여', 1)","('없었던', 1)","('행복해지세요', 1)","('익숙했던거', 1)",,"('대단하다고', 2)",,"('있었길래', 1)","('높은거', 1)","('유일한', 2)","('부끄럽다', 1)",,"('충분히', 1)","('당해', 1)","('좋았겠네요', 2)","('많으시구', 2)","('부탁드려요', 1)",,"('스럽습니다', 1)",,,,
"('친절하게', 1)","('재밌네요', 2)","('좋겠다', 1)","('힘들게', 1)","('탄탄한', 1)",,"('있더라구요', 1)",,,,"('불안할수밖에', 1)","('있더라구요', 2)","('당연하게', 1)","('아니다', 1)",,"('음흉하게', 1)",,,"('쉬운', 2)","('힘들더라고요', 1)","('좋아하던', 1)","('맛있던', 1)","('없다', 1)",,"('많으셨고', 2)",,"('궁금하기도', 1)","('너무하네', 1)","('곰곰히', 2)","('귀여오', 1)",,"('얇아서', 1)","('작기', 1)","('많을텐데', 2)","('귀여워용', 2)","('꾸준히', 1)",,"('짧잖아', 1)",,,,
"('대단하다는', 1)","('작은', 2)","('배부르다고', 1)","('있었음', 1)","('적당한', 1)",,"('심심하면', 1)",,,,"('같은게', 1)","('까만', 2)","('있었', 1)","('귀하고', 1)",,"('재밌어용', 1)",,,"('부지런해지고', 2)","('비슷해서', 1)","('있으며', 1)","('따스함이', 1)","('공허함', 1)",,"('행복하길', 2)",,"('이뻐요', 1)","('재밌어요', 1)","('많은거', 2)","('이상한데요', 1)",,"('잘나므로', 1)","('밉지는', 1)","('무뚝뚝해', 2)","('필요한', 2)","('이럴', 1)",,"('그렇니깐', 1)",,,,
"('고울거', 1)","('그렇고요', 2)","('악독한거여', 1)","('있당', 1)","('부족할것', 1)",,"('재밌나요', 1)",,,,"('대단하시다고', 1)","('귀여워서', 2)","('싫다고', 1)","('귀여워서', 1)",,"('부자시네요', 1)",,,"('마라', 2)","('입니', 1)","('없아사', 1)","('궁금합니', 1)","('좋아용', 1)",,"('흔한', 2)",,"('궁금하고', 1)","('확고한가', 1)","('같더라고요', 2)","('귀엽구', 1)",,"('전화하는', 1)","('똑똑하고', 1)","('귀엽게', 2)","('멋있어요', 2)","('아픈게', 1)",,"('불쌍히', 1)",,,,
"('강하신', 1)","('아쉽다', 2)","('그랬을', 1)","('싫어해서', 1)","('동그란거', 1)",,"('같지만', 1)",,,,"('없다고', 1)","('괜찮습니다', 2)","('멋진', 1)","('훌륭해서', 1)",,"('없다', 1)",,,"('맛있는거', 2)","('친한', 1)","('좋음', 1)","('기대해요', 1)","('아니었던거에요', 1)",,"('단순한', 2)",,"('새로워요', 1)","('사이좋을', 1)","('놀래서', 2)","('있겠다', 1)",,"('두렵긴', 1)","('잘난거', 1)","('무뚝뚝하면서', 2)","('쉬워지죠', 2)","('아프다', 1)",,"('멋있고', 1)",,,,
"('있는게', 1)","('그럴것', 2)","('예쁘다', 1)","('당할래', 1)","('대단하다고', 1)",,"('있답니', 1)",,,,"('힘든', 1)","('이쁠', 2)","('빠릅니다', 1)","('자세히', 1)",,"('많아', 1)",,,"('슬퍼하지', 2)","('다른거', 1)","('싫음', 1)","('실패하신', 1)","('단순하면서도', 1)",,"('아니라도', 2)",,"('나쁘다며', 1)","('부럽네요', 1)","('아닌것', 2)","('귀엽지', 1)",,"('역겨', 1)","('나쁜', 1)","('딱딱하고', 2)","('힘드시겠네요', 2)","('이쁘네요', 1)",,"('뻔한거', 1)",,,,
"('대단하고', 1)","('재미있다', 2)","('필요하신가요', 1)","('싫었냐고', 1)","('유명하다는', 1)",,"('다름', 1)",,,,"('따뜻함에', 1)","('당한다고', 2)","('좀있으면', 1)","('계실까', 1)",,"('서글프지', 1)",,,"('답답하고', 2)","('멋지게', 1)","('당하고', 1)","('죄송합니다', 1)","('단순하지', 1)",,"('행복하라고', 2)",,"('불탄거', 1)","('재밌네요', 1)","('같았거든요', 2)","('귀여우면', 1)",,"('같은것도', 1)","('멋져요', 1)","('좋아서', 2)","('힘드시고', 2)","('섹시하군', 1)",,"('징징대', 1)",,,,
"('이쁘게', 1)","('분명히', 2)","('너무하네', 1)","('궁금해졌어요', 1)","('반하는', 1)",,"('귀여우신', 1)",,,,"('고맙습니다', 1)","('싫어하다니', 2)","('든든하게', 1)","('부럽습니다', 1)",,"('궁금해여', 1)",,,"('행복해요', 2)","('다르지', 1)","('원했거든', 1)","('완전히', 1)","('신비함이', 1)",,"('같은데요', 2)",,"('아프고', 1)","('작은', 1)","('그러지', 2)","('싫다고', 1)",,"('좋겠음', 1)","('꿋꿋하게', 1)","('그랬는', 2)","('고통스러운지', 2)","('안쓰럽다', 1)",,"('고맙게', 1)",,,,
"('같으시네요', 1)","('뻔한', 2)","('치열했', 1)","('자상하고', 1)","('당연하고', 1)",,"('끔찍하군요', 1)",,,,"('자상한', 1)","('없으면', 2)","('딱이네요', 1)","('훌륭하세요', 1)",,"('많았나', 1)",,,"('행복하시길', 2)","('신선합니다', 1)","('필요했을', 1)","('다양하고', 1)","('이상하게', 1)",,"('같은게', 2)",,"('비슷하지', 1)","('두꺼운', 1)","('영원하다는것도', 2)","('없을', 1)",,"('심각한지', 1)","('성공하고', 1)","('고픈', 2)","('좋겠다는', 2)","('새롭게', 1)",,"('징징대네', 1)",,,,
"('높으시네요', 1)","('맛있으시다는', 2)","('자리는', 1)","('같냐', 1)","('진지한', 1)",,"('그런거', 1)",,,,"('자상하시네요', 1)","('아까', 1)","('대단한', 1)","('짠하고', 1)",,"('궁금하다', 1)",,,"('행복해져서', 2)","('사소해도', 1)","('아프셔서', 1)","('부러웠어요', 1)","('쓸쓸하고', 1)",,"('이렇게나', 2)",,"('조용하기만', 1)","('그런거', 1)","('있을테지만', 2)","('진지하게', 1)",,"('괜찮다', 1)","('심하게', 1)","('있었네요', 2)","('뿐이네요', 2)","('아니죠', 1)",,"('바쁘셔서', 1)",,,,
"('괜찮은', 1)","('귀여우시다는', 2)","('이뻐요', 1)","('고파', 1)","('완벽했습니다', 1)",,"('아닙니다', 1)",,,,"('든든해요', 1)","('확실한', 1)","('빨라요', 1)","('없나요', 1)",,"('필요해요', 1)",,,"('우울해', 2)","('잘생겨졌어요', 1)","('찜찜한', 1)","('계신지', 1)","('공허한', 1)",,"('있었던', 2)",,"('조용한', 1)","('작게', 1)","('그러고', 2)","('싫어하지만', 1)",,"('심하게', 1)","('당하고', 1)","('그러네요', 2)","('건강하게', 2)","('슬프잖아', 1)",,"('편할', 1)",,,,
"('의연함에', 1)","('좋으면', 2)","('궁금해요', 1)","('심심하다', 1)","('많으실것', 1)",,"('여전히', 1)",,,,"('아니었을까', 1)","('귀여우셨던', 1)","('즐거웠고요', 1)","('넉넉한데', 1)",,"('너무하시는거', 1)",,,"('그랬으면', 2)","('좋지만', 1)","('확실해', 1)","('행복하시길', 1)","('좋음', 1)",,"('당연하게', 2)",,"('좋아하시잖', 1)","('깊게', 1)","('이상하다니', 2)","('달라구', 1)",,"('많냐', 1)","('재밌게', 1)","('자유로울', 2)","('많아서', 2)","('슬픈', 1)",,"('필요하다', 1)",,,,
"('멋지다는', 1)","('슬프다', 2)","('앙해요', 1)","('야해서요', 1)","('같았지만', 1)",,"('망해라', 1)",,,,"('솔직히', 1)","('대단하신거', 1)","('없다면', 1)","('궁금하다', 1)",,"('아닙니까', 1)",,,"('게으른', 2)","('원하시는대로', 1)","('확실히', 1)","('원하는대로', 1)","('유쾌한', 1)",,"('없으니', 2)",,"('같으니', 1)","('같네용', 1)","('더했던', 2)","('짧아', 1)",,"('화하고있고', 1)","('따스한', 1)","('그러길', 2)","('편해져서', 2)","('그럴', 1)",,"('조마조마했는데', 1)",,,,
"('따스한', 1)","('이뻐서', 2)","('멋져서', 1)","('훈훈한', 1)","('야한다는', 1)",,"('좋다', 1)",,,,"('입니당', 1)","('미치겠다', 1)","('성장한', 1)","('궁금할', 1)",,"('안좋', 1)",,,"('많았고', 2)","('재밌네', 1)","('저렇지', 1)","('좋아했습니다', 1)","('있는걸', 1)",,"('행복하게', 2)",,"('좋아하시는게', 1)","('있네용', 1)","('있었던거', 2)","('짧게', 1)",,"('평등하게', 1)","('외롭지', 1)","('많을까', 1)","('좋네요', 2)","('없오', 1)",,"('좋아용', 1)",,,,
"('따뜻한', 1)","('그래두', 2)","('바쁘실텐데도', 1)","('궁금함', 1)","('대단한', 1)",,"('고마워', 1)",,,,"('궁금해지는', 1)","('바쁘다하는데', 1)","('꾸준하게', 1)","('궁금하옵니다', 1)",,"('비열하게', 1)",,,"('다를', 2)","('안된다면', 1)","('건강해지세요', 1)","('맛있고', 1)","('있을지도', 1)",,"('스럽네요', 2)",,"('비슷한데', 1)","('커다란', 1)","('어른스러운', 2)","('멋있게', 1)",,"('길게', 1)","('설레하던', 1)","('싫어하실', 1)","('다르겠지만', 2)","('그런게', 1)",,"('그럴', 1)",,,,
"('행복해지실거예요', 1)","('좋겠당', 2)","('다른건', 1)","('신기하고', 1)","('재미있게', 1)",,"('그렇죠', 1)",,,,"('힘들어', 1)","('오래된거', 1)","('느려도', 1)","('착한', 1)",,"('좋아서', 1)",,,"('이상해요', 2)","('같습니다', 1)","('심하고', 1)","('깔끔해', 1)","('파랗게', 1)",,"('아쉬워요', 2)",,"('궁금하네요', 1)","('아니겠지', 1)","('비겁하거나', 2)","('좋으니까', 1)",,"('있길래', 1)","('많아', 1)","('맛있는데', 1)","('어때요', 2)","('추하노', 1)",,"('있냐', 1)",,,,
"('없나', 1)","('아니죠', 2)","('부러운데', 1)","('부럽고', 1)","('아니어도', 1)",,"('없었더라면', 1)",,,,"('멋짐', 1)","('중요한', 1)","('비슷하네', 1)","('많은가', 1)",,"('필요합니다', 1)",,,"('회복하고', 2)","('여전히', 1)","('나쁜말', 1)","('계신가요', 1)","('젊다는', 1)",,"('귀중한', 2)",,"('멋지군요', 1)","('행복할듯', 1)","('없으시면', 2)","('시리주로', 1)",,"('있는냐고', 1)","('어눌하고', 1)","('배고파', 1)","('기대하면서', 2)","('재미있고', 1)",,"('없다고', 1)",,,,
"('아니라서', 1)","('그렇다면', 2)","('부럽네요', 1)","('그러셨는데', 1)","('불쌍한', 1)",,"('심했었을', 1)",,,,"('미어', 1)","('편한', 1)","('그러네요', 1)","('많던데', 1)",,"('궁금하잖아요', 1)",,,"('궁금한게', 2)","('귀엽지만', 1)","('괜찮은', 1)","('즐거운', 1)","('고운', 1)",,"('반가울', 2)",,"('만족한', 1)","('행복했당', 1)","('중요할꺼', 2)","('짜증날', 1)",,"('새로', 1)","('좋아', 1)","('많았다가', 1)","('평범함을', 2)","('힘들', 1)",,"('건강하시고', 1)",,,,
"('의연하게', 1)","('이상할', 2)","('아니시네요', 1)","('많아서', 1)","('아니니', 1)",,"('강하면', 1)",,,,"('궁금하지만', 1)","('아름다운', 1)","('완벽한', 1)","('없더라', 1)",,"('재밌는데', 1)",,,"('이뻐요', 2)","('있는거', 1)","('아니네', 1)","('따스함과', 1)","('있겠지', 1)",,"('그래요', 2)",,"('불가능한', 1)","('이쁘다고', 1)","('아니었지만', 2)","('멋진디', 1)",,"('안됬다고', 1)","('귀찮아', 1)","('없겠다', 1)","('원하는건데', 2)","('눈부셔서', 1)",,"('행복하세요', 1)",,,,
"('가득하시길', 1)","('멋지고', 2)","('재밌', 1)","('야했는데', 1)","('당하셔도', 1)",,"('미쳐', 1)",,,,"('건강히만', 1)","('예뻐', 1)","('같아졌네요', 1)","('시급하다요', 1)",,"('대단하지만', 1)",,,"('행복하게', 2)","('좋음', 1)","('당한거야', 1)","('다정함을', 1)","('아쉽다', 1)",,"('행복해지는것', 2)",,"('아픈데', 1)","('굉장히', 1)","('있었거든요', 2)","('아니라고', 1)",,"('없더라', 1)","('평범한', 1)","('귀여우셔요', 1)","('불편한', 2)","('힘들어요', 1)",,"('당해서', 1)",,,,
"('그런지', 1)","('이뿌고', 2)","('가득한', 1)","('있긴', 1)","('불쌍하잖아요', 1)",,"('좋테있어', 1)",,,,"('궁금하오', 1)","('괜찮아지셨을', 1)","('빠르다', 1)","('좋겠다고', 1)",,"('안되는데', 1)",,,"('행복하셨으면', 2)","('짠해지는', 1)","('괜찮습니다', 1)","('기대하는', 1)","('뭉클해져요', 1)",,"('그럴것이', 2)",,"('아픈게', 1)","('좋아하나', 1)","('없으며', 2)","('있기는', 1)",,"('한심해', 1)","('부끄러워하는', 1)","('안되나요', 1)","('있다가', 2)","('굉장한데', 1)",,"('아니더라도', 1)",,,,
