사는 게 이게 모양?!,빨간 고백,위닝샷!,집순이에 대하여,자작 보드게임 동아리,500원 토끼,솔의 일기,이래봬도2학년,대공녀는 거기에 없었다,범고래아가씨,"77년생, 열아홉",두남자일기,여기서 한잔할래?,좋아하는거 참으면 병나요!,딴 짓이 제일 재밌어,스토커의 하루,띵동! 도토리에요,마이데이,판타지 TV,만월에 핀 연꽃,전지적덕후시점,너와 나의 하늘색,너와 가까워지는 거리,어둠의 일상툰,하이스쿨 콤플렉스(마이동풍),함께 할 때까지,이세계 국밥 마스터,우당탕 입큰이,좀비랜드,내 매력에 퐁당,나타나주세요!,하루의 하늘,한 뼘 공포집,해피하우스,살인교사,템플러,직업 : 며느리,"뼈와 재, 불의 이야기",남편 먹는 여자,너와 나의 몰디브,체리 블러드,모두의 미아씨,158동 진상부부,공원여행,살인범과 산다,애포칼립스,미신반신,의대생 하루,하나리즈,식봉툰,국밥소녀
"('무안하고', 2)","('잘생겼다', 2)","('재밌당', 3)","('신기하네', 3)","('피곤해서이고', 4)","('뿌듯합니다', 2)","('미쳤다', 4)","('예쁜', 3)","('좋겠네요', 4)","('재밌으실듯', 2)","('안녕하세요', 2)","('적당히', 2)","('아니지만', 3)","('많고', 2)","('귀여워용', 2)","('아니다', 2)","('순수하면', 2)","('아니라서', 3)","('좋은데', 4)","('없죠', 3)","('힘든', 3)","('반했구나', 2)","('좋지만', 4)","('마라', 2)","('안될까', 2)","('그런건', 2)","('속상하네', 2)","('좋겠다', 2)","('빠른', 3)","('재미있으니깐', 2)","('이럴', 4)","('없게', 4)","('나쁜', 2)","('소소한', 2)","('자랑스러운건', 2)","('나쁜', 2)","('없어요', 4)","('빠른', 2)","('불쌍해', 2)","('재밌어서', 2)","('좋긴', 2)","('아니겠지만', 2)","('좋으면', 2)","('미오', 2)","('재미있당', 2)","('뻔했어요', 2)","('좋아하는', 2)","('아름답게', 2)","('멋진', 4)","('강해져', 2)","('좋아해서', 2)"
"('속상해', 2)","('행복해', 2)","('뛰어났죠', 2)","('없지', 3)","('인한', 4)","('작아서', 2)","('아니라서', 4)","('좋은', 3)","('예쁜데', 4)","('있었으면', 2)","('계실', 2)","('어떤', 2)","('좋겠어요', 3)","('없는데', 2)","('없어서', 2)","('재밌을', 2)","('이렇게나', 2)","('착한', 3)","('좋테', 4)","('짜증남', 3)","('좋음', 3)","('같은디', 2)","('죄송합니다', 4)","('이런거', 2)","('재밌는데', 2)","('아니겠죠', 2)","('아닌가', 2)","('사이좋게', 2)","('나쁜', 3)","('없습니다', 2)","('재밌는', 4)","('마른', 4)","('있는게', 2)","('없을줄', 2)","('재미있고', 2)","('아닌데', 2)","('싫은', 4)","('재밌네', 2)","('안녕하세요', 2)","('예쁜', 2)","('슬프다', 2)","('있지만', 2)","('같지', 2)","('재밌는디', 2)","('아닌가요', 2)","('그러고도', 2)","('그만하세요', 2)","('싫어하는게', 2)","('예뻐요', 4)","('맛없어서', 2)","('재밌', 2)"
"('고운', 2)","('행복해지자', 2)","('멋있게', 2)","('예뻐요', 3)","('아니었나', 4)","('없었는데', 2)","('안쓰럽고', 4)","('반갑네요', 3)","('예쁘고', 4)","('좋겠습니다', 2)","('아닌데', 2)","('어떠', 2)","('좋아하시면', 3)","('원하는건', 2)","('비슷하네요', 2)","('미쳤네', 2)","('건전해서', 2)","('좋겠어요', 3)","('둥근', 4)","('어떡해', 3)","('그러고', 3)","('같지', 2)","('귀여워요', 4)","('궁금하다', 2)","('아쉬워요', 2)","('귀엽잖아요', 2)","('있었어', 2)","('좋겠', 2)","('싫다', 3)","('없네요', 2)","('없네', 4)","('귀엽다', 4)","('위험한거', 2)","('같은걸', 2)","('좋고', 2)","('있겠죠', 2)","('원할', 4)","('재미있는듯', 2)","('이상해', 2)","('부드럽게', 2)","('삐진다', 2)","('좋다', 2)","('귀여운', 2)","('없노', 2)","('재밌', 2)","('없다', 2)","('시급합니다', 2)","('그러지마', 2)","('아닙니다', 4)","('짜증나겠다', 2)","('평범하냐', 2)"
"('인해', 2)","('안될', 2)","('당연히', 2)","('안됩니다', 3)","('그렇다면', 4)","('없어', 2)","('귀여운', 4)","('부탁드립니다', 3)","('궁금하다', 4)","('활기차네요', 2)","('시급합니다', 2)","('궁금하네요', 2)","('탱글탱글해', 2)","('비쌌을텐데', 2)","('아니구요', 2)","('좋은', 2)","('안쓰럽다', 2)","('그러니', 3)","('좋겠네요', 3)","('좋겠네요', 3)","('잘생긴', 3)","('행복하다', 2)","('귀엽습니다', 4)","('궁금한데', 2)","('투명한데', 2)","('없음', 2)","('맛있는거', 2)","('심심할', 2)","('미쳤냐', 3)","('미다', 2)","('좋겠네요', 4)","('어렵지', 4)","('아녀', 2)","('있을거', 2)","('완벽한데', 2)","('재미있네요', 2)","('미친', 4)","('불안하다', 2)","('있나보다', 2)","('좋을', 2)","('좋다', 2)","('소중해서', 2)","('아프실', 2)","('많던데', 2)","('안될거', 2)","('계셨는데', 2)","('좋아하지는', 2)","('신비로워질', 2)","('없으니까', 4)","('그러다', 2)","('성했', 2)"
"('있는거겠죠', 2)","('행복하네요', 2)","('이럴', 2)","('이뻐여', 3)","('많다', 4)","('있네', 2)","('행복한것', 4)","('새로운', 3)","('없다는', 4)","('피곤해서', 2)","('좋은데', 2)","('있으', 2)","('맛있는', 2)","('이랬지', 2)","('많은', 2)","('가능할', 2)","('뻔했다', 2)","('좋은데', 3)","('건강하게', 3)","('아파', 3)","('좋고', 3)","('이뻐요', 2)","('빨개졌어', 4)","('많은', 2)","('이상해요', 2)","('당연히', 2)","('없었다', 2)","('깔끔하시네요', 2)","('재밌어서', 2)","('인해서', 2)","('귀여워', 4)","('아까운', 4)","('있는거', 2)","('안타깝네요', 2)","('무섭다고', 2)","('재밌아', 2)","('재밌어요', 4)","('빠르고', 2)","('궁금해', 2)","('바빠서', 2)","('있던건', 2)","('싫을것', 2)","('궁금합니당', 2)","('이런거', 2)","('재밌긴한데', 2)","('중요한', 2)","('좋아하게', 2)","('아니에요', 2)","('있지', 4)","('아파서', 2)","('있었던', 2)"
"('없지요', 2)","('기대할게', 2)","('징징대서', 2)","('귀여우셔라', 2)","('아닌가', 4)","('싫테하면', 2)","('행복하게', 3)","('비슷해지긴', 2)","('있네요', 4)","('쿨하자', 2)","('변하나', 2)","('영원하라', 2)","('아닌거', 2)","('힘듬', 2)","('있게', 2)","('미친', 2)","('스럽다는', 2)","('아니더라도', 3)","('쎄네', 3)","('같은디', 2)","('있지만', 3)","('재미있는', 2)","('속상하다', 3)","('빠르군요', 2)","('투명해', 2)","('깜찍한거', 2)","('있었다는데', 2)","('있으시', 2)","('재밌네', 2)","('없으니', 2)","('비슷해서', 4)","('좋았는데', 4)","('아닐테고', 2)","('당할듯', 2)","('힘들지', 2)","('있었던', 2)","('아닌가', 4)","('특이한', 2)","('아니야', 2)","('많긴', 2)","('나쁜', 2)","('정확히', 2)","('알뜰하신', 2)","('이런것', 2)","('아니예요', 2)","('없다는', 2)","('무서어', 2)","('있는거', 2)","('자유로운', 4)","('싫테를', 2)","('이럴것', 2)"
"('아니겠져', 2)","('이뻐요', 2)","('많네', 2)","('설렌건', 2)","('재밌다', 4)","('좋겠네요', 2)","('행복했으면', 3)","('소중한', 2)","('멋있다', 4)","('괜찮아요', 2)","('아님', 2)","('재밌었겠어요', 1)","('고맙습니다', 2)","('좋아한', 2)","('부러워요', 2)","('이런거', 2)","('성장하지', 2)","('없어', 3)","('무리하지', 3)","('재미있어요', 2)","('안타까워요', 3)","('멋지고', 2)","('잘생겼어', 3)","('노랠까', 2)","('아니아니', 2)","('당했습니다', 2)","('좋고', 2)","('미치겠다', 2)","('고맙소', 2)","('꾸준한', 2)","('미쳤어요', 4)","('이렇죠', 4)","('있어도', 2)","('불쌍하다', 2)","('아니야', 2)","('궁금하네요', 2)","('그렇지는', 4)","('기대하겠습니다', 2)","('흥미롭네요', 2)","('많았겠어요', 2)","('아니야', 2)","('있었겠지만', 2)","('부럽습니다', 2)","('안되는거', 2)","('재밌고', 2)","('아니죠', 2)","('같지', 2)","('있을거', 2)","('힘들어요', 4)","('싫어요', 2)","('재미있어요', 2)"
"('예쁘게', 2)","('잘생겼는데', 2)","('재미있는', 2)","('같아서', 2)","('나쁜', 4)","('좋겠다', 2)","('있지', 3)","('답답하겠네요', 2)","('멋지다', 4)","('궁금한게', 2)","('변할', 2)","('다정한', 1)","('짧은것', 2)","('부러운거', 2)","('재밌어요', 2)","('무섭', 2)","('아무런', 2)","('없음', 3)","('좋겠어요', 3)","('재밌다', 2)","('그렇구나', 3)","('미안하지만', 2)","('설레는', 3)","('궁금하당', 2)","('같은걸', 2)","('멋있어요', 2)","('괜찮은', 2)","('재밌어요', 2)","('재미있는건', 2)","('두둑한', 2)","('많은', 3)","('꾸준히', 4)","('짠하네요', 2)","('성공하고', 2)","('힘들고', 2)","('좋습니다', 2)","('아니지만', 4)","('아님', 2)","('착한', 2)","('좋은데', 2)","('아니였네', 2)","('다급해서', 2)","('비슷해요', 2)","('너무해', 2)","('이랬지', 2)","('있었을', 2)","('설레다니', 2)","('같은대', 2)","('같아여', 3)","('부드러워', 2)","('굉장한', 2)"
"('좋은', 2)","('잘생겼네', 2)","('부탁드립니다', 2)","('재미있어요', 2)","('진귀한', 4)","('작으니까', 2)","('귀엽네요', 3)","('자유롭게', 2)","('아프지', 3)","('없거나', 2)","('변하는', 2)","('예뻐요', 1)","('귀찮아서', 2)","('아쉽습니다', 2)","('부럽습니다', 2)","('아닌가요', 2)","('충분하지', 2)","('아님', 3)","('미안하다', 3)","('무리하지', 2)","('없는걸', 3)","('성공한다', 2)","('괜찮아', 3)","('외로운', 2)","('투명하지', 2)","('귀엽다고', 2)","('부탁드립니', 2)","('귀여운', 2)","('아니네', 2)","('필요한데', 2)","('미쳐', 3)","('예쁘', 3)","('성공하실거에요', 2)","('행복해졌으면', 2)","('힘들었겠다', 2)","('아니었어', 2)","('그럴', 4)","('있어다구', 2)","('이상한데', 2)","('예뻐지시고', 2)","('같더만', 2)","('그럴', 2)","('간단히', 2)","('너무하당', 2)","('침착해야대', 2)","('아니었을까요', 2)","('말짱하구먼', 2)","('없을것', 2)","('아닌가요', 3)","('안될까', 2)","('없나', 2)"
"('괜찮아요', 2)","('반가워요', 2)","('어떤', 2)","('둥근', 2)","('노란', 4)","('없네', 2)","('아픈', 3)","('좋아하네요', 2)","('없어요', 3)","('좋지못한', 2)","('아니라고', 2)","('귀엽다', 1)","('있군', 2)","('힘든', 2)","('유명한', 2)","('그런지', 2)","('순수해서', 2)","('없다고', 3)","('새로운', 3)","('아닐까', 2)","('가볍게', 3)","('없네', 2)","('그러지마', 3)","('귀여', 2)","('잘생겼습니다', 2)","('좋았습니다', 2)","('빡친', 2)","('이상하다고', 2)","('이런거', 2)","('느려서', 2)","('부탁드려요', 3)","('좋아하나', 2)","('짧게', 2)","('기대하고', 2)","('있건', 2)","('그러는데', 2)","('많은데', 4)","('좋습니다', 2)","('완벽해', 2)","('반가운', 2)","('친절하게', 2)","('없었을', 2)","('시원하게', 2)","('귀여워', 2)","('있는건데', 2)","('투명한', 2)","('빠른', 2)","('필요없어', 2)","('좋아', 3)","('있었으면서', 2)","('좋았겠다', 2)"
"('친애하는', 2)","('귀엽고', 2)","('없고', 2)","('아픈데', 2)","('약하긴', 4)","('어떤', 2)","('검은', 3)","('좋아하는게', 2)","('귀엽다', 3)","('어색해서', 2)","('좋을', 2)","('가능하지', 1)","('바람직합니다', 2)","('있었어', 2)","('있군요', 2)","('그만해라', 2)","('얌전해', 2)","('짜증나', 3)","('없냐', 3)","('있었어', 2)","('어떤', 3)","('싫어', 2)","('마라', 3)","('있죠', 2)","('조아용', 2)","('있으니', 2)","('같은것', 2)","('너무하다고', 2)","('빨간데', 2)","('필요할', 2)","('행복해요', 3)","('성공한다', 2)","('있네요', 2)","('있을게요', 2)","('짜증나면', 2)","('깔끔하고', 2)","('친하게', 4)","('유일하게', 2)","('완벽할리', 2)","('설렌', 2)","('필요없지', 2)","('같긴', 2)","('무서우셨으면', 2)","('이뻐하다가', 2)","('재밌네요', 2)","('성숙하지', 2)","('안되나', 2)","('필요없다', 2)","('배불러서', 3)","('마르셨대', 2)","('필요할', 2)"
"('어떡해', 2)","('잘생겼고', 2)","('없었는데', 2)","('작게', 2)","('있었기에', 4)","('맛있겠다', 2)","('괜찮아여', 2)","('더웠다가', 2)","('그런건', 3)","('괜찮은', 2)","('아닌가', 2)","('순수하고', 1)","('든든한', 2)","('아닐까', 2)","('예쁜것', 2)","('안전하게', 2)","('있다는거고', 2)","('아니라고', 3)","('싫테하는', 3)","('아닐꺼', 2)","('안될까', 3)","('고마워', 2)","('없다', 3)","('재밌는데요', 2)","('솔직히', 2)","('좋아하시는', 2)","('아니야', 2)","('아닌데', 2)","('아닐까', 2)","('편하게', 2)","('있을게요', 3)","('귀엽다는', 2)","('짠하다', 2)","('부족하다고', 2)","('자릴', 2)","('잘생겨', 2)","('많은지', 4)","('부탁드립니다', 2)","('없지', 2)","('색다르네요', 2)","('맛있는', 2)","('짜증나지만', 2)","('싫어하냐는', 2)","('재밌겠어요', 2)","('빠르고', 2)","('없는데', 2)","('이상한듯', 2)","('싫어', 2)","('귀여우셔', 3)","('아니였어', 2)","('솔직히', 2)"
"('귀찮으면', 2)","('이쁘고', 2)","('기쁘네요', 2)","('아플까', 2)","('이상한', 4)","('아니라서', 2)","('이쁜', 2)","('추웠다가', 2)","('흐뭇', 3)","('괜찮으세용', 2)","('아닌지', 2)","('힘들어요', 1)","('맛있는데', 2)","('나쁘지', 2)","('그러고', 2)","('미쳐', 2)","('좋아하는데', 2)","('아닐까', 3)","('확실히', 3)","('자리는', 2)","('아님', 3)","('귀여워요', 2)","('아닌가', 3)","('불타서', 2)","('너무하시네요', 2)","('없었다라는데', 2)","('재미있어요', 2)","('신기해요', 2)","('재밌어요', 2)","('있었던', 2)","('좋네요', 3)","('재밌잖아요', 2)","('악하면', 2)","('많죠', 2)","('안좋은데', 2)","('좋은', 2)","('편해질', 4)","('회복하셔서', 2)","('완벽하다', 2)","('색다르', 2)","('궁금하네요', 2)","('비싼', 2)","('신기합니다', 2)","('예쁜데', 1)","('시원해요', 2)","('좋지만', 2)","('어떡해요', 1)","('없어', 2)","('사랑스럽다', 3)","('좋아하더라고요', 2)","('그러려니', 2)"
"('힘드실', 2)","('궁금하군요', 2)","('좋아해서', 2)","('괜찮네요', 2)","('아니라고', 4)","('귀엽다는걸', 2)","('성장하신듯', 2)","('속상해', 2)","('예뻐요', 3)","('노란', 2)","('없을', 2)","('스러워요', 1)","('배고파', 2)","('중요합니다', 2)","('같은거', 2)","('없다는거겠죠', 2)","('귀엽고', 2)","('빡쳐서', 3)","('멋져', 3)","('싫어지는', 2)","('없어서', 3)","('좋겠어요', 2)","('짜릿해', 3)","('있다는', 2)","('재밌자나여', 2)","('귀여웠', 2)","('든든하다', 2)","('반가워요', 2)","('아니게', 2)","('있다구', 2)","('행복하다', 3)","('귀여워졌네', 2)","('그런다고', 2)","('잘났다고', 2)","('조용히', 2)","('그렇지', 2)","('저래', 4)","('탄탄하고', 2)","('저래', 2)","('있네', 2)","('거대한', 2)","('그러다', 2)","('같았는데', 2)","('재미있고', 1)","('재밌는데', 2)","('같지는', 2)","('재미있었는데', 1)","('좋을거야', 2)","('즐겁게', 3)","('이상해서', 2)","('좋으면', 1)"
"('설렜어요', 2)","('재밌다', 2)","('꾸준히', 2)","('불가능하고', 2)","('빨갛게', 4)","('자세히', 2)","('슬프다', 2)","('똑같겠네요', 2)","('아닌것', 3)","('굳건', 2)","('같당', 2)","('맛있었겠다', 1)","('없어서', 2)","('더라고요', 2)","('귀여우셔요', 2)","('재미있어요', 2)","('잘난', 2)","('가득하시길', 2)","('같지', 3)","('낮아서', 2)","('있는가', 3)","('부럽습니다', 2)","('없지', 3)","('정신차려', 2)","('재밌으시면', 2)","('없는데', 2)","('무섭다', 2)","('위험해', 2)","('엄청난', 2)","('건강하게', 2)","('어떡해', 3)","('미친', 2)","('예쁘고', 2)","('안되게', 2)","('없구나', 2)","('설렜냐', 2)","('있지', 4)","('재밌는거', 2)","('미친', 2)","('설레네요', 2)","('귀여우시고', 2)","('있었네요', 2)","('재미있게', 2)","('좋겠네요', 1)","('좋겠는데', 2)","('없을까', 2)","('재미있는걸', 1)","('그러면', 2)","('없어요', 3)","('있으며', 2)","('없었나', 1)"
"('괜찮으면', 2)","('입니', 2)","('충분히', 2)","('가능한거여서', 2)","('아녔음', 4)","('시원해지는', 2)","('좋음', 2)","('이상한말', 2)","('야함', 3)","('필요해', 2)","('있든', 2)","('귀엽네요', 1)","('좋은데', 2)","('부러워요', 2)","('예뻐', 2)","('좋아하시나', 2)","('귀엽진', 2)","('좋으', 2)","('미친', 3)","('있다라', 2)","('없고', 3)","('좋겠습니다', 2)","('미쳤어', 3)","('원하는', 2)","('곤란해요', 2)","('부러워요', 2)","('무서워', 2)","('있었어여', 2)","('죄송합니다', 2)","('입니당', 2)","('드러요', 3)","('확실히', 2)","('재미있어요', 2)","('훌륭하네요', 2)","('예민하네', 2)","('멋지군', 2)","('답답해요', 4)","('아니지만', 2)","('이런거', 2)","('뻔했어요', 2)","('어떡해요', 2)","('소중하지만', 2)","('나쁜', 2)","('귀여워요', 1)","('속상하군', 2)","('있지', 2)","('없네', 1)","('귀여우셔', 2)","('어떤', 3)","('성장하면서', 2)","('미치것군요', 1)"
"('아니었어요', 2)","('좋아', 2)","('좋아서', 2)","('아프다가', 2)","('있지', 4)","('아기자기하다', 2)","('있었으면', 2)","('재미있는', 2)","('사이좋게', 3)","('아쉽네요', 2)","('없든', 2)","('반갑네요', 1)","('없을', 2)","('빨간거', 2)","('이쁨이', 2)","('좋테', 2)","('좋겠다', 2)","('미쳤군', 2)","('아닌데', 3)","('아니길', 2)","('그러면서', 3)","('잘생겨졌네요', 2)","('싫어', 3)","('아파서', 2)","('좋겠다', 2)","('있다는', 2)","('대단한', 2)","('똑같아', 2)","('없을거야', 2)","('그럴수', 2)","('좋은데', 3)","('깔끔하고', 2)","('흥미롭네요', 2)","('똑똑했었군요', 2)","('그러니', 2)","('없는데', 2)","('기대하고', 4)","('재밌고', 2)","('미쳤네', 2)","('깔끔해진거', 2)","('있었는데', 2)","('짜증나게', 2)","('좋아한다고요', 2)","('예뻐요', 1)","('아닐까', 2)","('없으니까', 2)","('그지같은', 1)","('어색했는데', 2)","('없는데', 3)","('있긴하나', 2)","('맛있게', 1)"
